Page,Clicks,Impressions,CTR,Position,PageType
https://painclinics.com/pain-management/mid-atlantic-spine-and-pain-physicians-newark-de-19702/,40,3409,1.17,29.63,clinic
https://painclinics.com/pain-management/appalachian-regional-pain-management-center-nc-28607/,40,2193,1.82,12.95,clinic
https://www.painclinics.com/pain-management/pain-management-centers-of-america-hopkinsville-ky-ky-42240,40,1932,2.07,11.19,clinic
https://painclinics.com/?clinics=renew-medical-clinic-llc,40,1844,2.17,23.09,clinic-old-url
https://painclinics.com/?clinics=providence-interventional-pain-center-drs-ashraf-farid-and-ahmed-attia,40,1713,2.34,21.43,clinic-old-url
https://painclinics.com/pain-management/gretchen-wienecke-md-ok-73134/,40,1106,3.62,11.04,clinic
https://painclinics.com/?clinics=westerly-spine-pain-center,40,993,4.03,20.45,clinic-old-url
https://www.painclinics.com/pain-management/frederick-c-fisher-m-d-sd-57049,40,501,7.98,8.46,clinic
https://painclinics.com/pain-management/relief-spine-pain-center-al-35968/,39,12416,0.31,9.33,clinic
https://painclinics.com/?clinics=powells-pain-clinic-of-orlando-llc-dr-brian-powell,39,4422,0.88,18.6,clinic-old-url
https://www.painclinics.com/pain-management/insight-pain-management-mi-48126,39,3580,1.09,8.63,clinic
https://painclinics.com/pain-management/ihs-pain-center-the-square-at-latrobe-pa-15650/,39,3004,1.3,9.07,clinic
https://painclinics.com/pain-management/brookhaven-anesthesia-and-pain-mg-ms-39601/,39,2967,1.31,14.21,clinic
https://painclinics.com/pain-management/ajay-aggarwal-md-tx-77054/,39,2538,1.54,11.35,clinic
https://www.painclinics.com/pain-management/florida-pain-care-dr-daniel-schaffer-md-fl-34711,39,1786,2.18,7.6,clinic
https://painclinics.com/pain-management/allison-gorski-ma-2747/,39,1665,2.34,10.62,clinic
https://painclinics.com/pain-management/dr-umar-cheema-md-pain-medicine-presbyterian-pain-and-spine-in-albuquerque-at-kaseman-hospital-nm-87110/,39,1625,2.4,8.66,clinic
https://painclinics.com/?clinics=horizon-pain-management,39,1450,2.69,16.07,clinic-old-url
https://painclinics.com/pain-management/h-k-pain-management-and-rebabilitation-ca-93637/,39,837,4.66,8.92,clinic
https://www.painclinics.com/pain-management/dr-howard-quint-wa-98026,39,579,6.74,5.36,clinic
https://painclinics.com/pain-management/tlc-pain-management-il-60008/,39,544,7.17,9.1,clinic
https://painclinics.com/pain-management/centra-medical-group-physical-medicine-pain-management-center-va-24503/,38,4255,0.89,9.45,clinic
https://painclinics.com/pain-management/joseph-e-miller-md-ar-72908/,38,3138,1.21,13.36,clinic
https://painclinics.com/pain-management/texas-pain-physicians-waxahachie-tx-75165/,38,2876,1.32,11.22,clinic
https://www.painclinics.com/pain-management/southern-tennessee-spine-and-pain-center-tn-37398,38,1950,1.95,7.28,clinic
https://painclinics.com/pain-management/pmc-comprehensive-pain-center-sc-29651/,38,1920,1.98,12.5,clinic
https://www.painclinics.com/pain-management/three-rivers-spine-and-pain-medicine-wv-26062,38,1759,2.16,10.97,clinic
https://painclinics.com/?clinics=center-for-pain-management-kirk-jr-vernon-h-md,38,1737,2.19,34.03,clinic-old-url
https://painclinics.com/pain-management/dr-tada-hi-96813/,38,1546,2.46,13.61,clinic
https://painclinics.com/pain-management/chiropractic-pain-management-la-70510/,38,1512,2.51,8.05,clinic
https://www.painclinics.com/pain-management/jerry-marsella-md-al-36303,38,1421,2.67,7.29,clinic
https://painclinics.com/?clinics=apg-pain-management,38,1075,3.53,18.59,clinic-old-url
https://www.painclinics.com/pain-management/st-madron-medical-clinic-llc-ok-74954,38,977,3.89,8.03,clinic
https://www.painclinics.com/pain-management/complete-pain-care-al-35004,38,896,4.24,7.74,clinic
https://painclinics.com/?clinics=michigan-institute-for-interventional-pain-ihsan-asbahi-md,38,367,10.35,12.66,clinic-old-url
https://painclinics.com/pain-management/sweetwater-pain-and-spine-nv-89436/,37,8927,0.41,8.69,clinic
https://painclinics.com/pain-management/brandon-pain-clinic-fl-33511/,37,7986,0.46,28.37,clinic
https://painclinics.com/pain-management/presbyterian-pain-and-spine-in-albuquerque-at-kaseman-hospital-nm-87110/,37,7320,0.51,20.47,clinic
https://painclinics.com/pain-management/summit-pain-management-marion-in-46953/,37,7181,0.52,16.01,clinic
https://painclinics.com/pain-management/mercy-clinic-pain-management-e-seminole-mo-65804/,37,6288,0.59,9.57,clinic
https://painclinics.com/pain-management/valley-spine-pain-clinic-ak-99654/,37,3898,0.95,26.37,clinic
https://painclinics.com/pain-management/west-penn-institute-for-pain-medicine-pa-15224/,37,2593,1.43,21.66,clinic
https://painclinics.com/pain-management/brian-d-meek-md-mo-63376/,37,2397,1.54,8.01,clinic
https://www.painclinics.com/pain-management/dr-syed-m-quadri-do-in-46360,37,1890,1.96,6.88,clinic
https://painclinics.com/pain-management/ballad-health-pain-management-clinic-tn-37620/,37,1639,2.26,13.49,clinic
https://painclinics.com/pain-management/tn-premier-care-tn-37764/,37,1441,2.57,10.41,clinic
https://www.painclinics.com/pain-management/thimineur-mark-md-ct-06450,37,393,9.41,7.15,clinic
https://painclinics.com/pain-management/puget-sound-pain-clinic-lakewood-a-sound-pain-alliance-member-wa-98499/,36,6482,0.56,11.19,clinic
https://painclinics.com/?clinics=washington-regional-j-b-hunt-transport-services-neuroscience-institute,36,4701,0.77,10.24,clinic-old-url
https://painclinics.com/pain-management/family-first-pain-management-ga-30606/,36,3784,0.95,12.35,clinic
https://www.painclinics.com/pain-management/the-pain-management-group-cookeville-tn-38501,36,2891,1.25,6.67,clinic
https://painclinics.com/pain-management/david-c-levi-ct-6708/,36,1633,2.2,11.23,clinic
https://www.painclinics.com/pain-management/brookhaven-anesthesia-and-pain-mg-ms-39601,36,1498,2.4,9.68,clinic
https://painclinics.com/pain-management/advanced-pain-medicine-psc-ky-40509/,36,1249,2.88,22.41,clinic
https://www.painclinics.com/pain-management/active-pain-treatment-tn-37923,36,1164,3.09,23.73,clinic
https://painclinics.com/?clinics=pain-and-spine-clinics,36,911,3.95,44.97,clinic-old-url
https://www.painclinics.com/pain-management/painpro-specialists-ut-84095,36,560,6.43,14.73,clinic
https://www.painclinics.com/pain-management/dr-gayathry-inamdar-md-ia-50702,36,335,10.75,4.53,clinic
https://painclinics.com/pain-management/patrick-a-oley-md-va-23294/,35,9208,0.38,10.63,clinic
https://painclinics.com/pain-management/desert-pain-specialists-ca-92270/,35,6161,0.57,18.69,clinic
https://painclinics.com/pain-management/connecticut-regional-pain-specialists-llc-ct-6518/,35,3813,0.92,33.1,clinic
https://painclinics.com/?clinics=regen-doctors-pain-specialists-gene-v-levinstein-m-d-bethlehem-pa,35,2954,1.18,16.46,clinic-old-url
https://www.painclinics.com/pain-management/centra-medical-group-physical-medicine-pain-management-center-va-24503,35,2712,1.29,7.19,clinic
https://painclinics.com/pain-management/dr-melanie-c-firmin-md-la-71303/,35,2510,1.39,10.76,clinic
https://painclinics.com/pain-management/advanced-pain-medicine-morgantown-wv-wv-26505/,35,2458,1.42,18.48,clinic
https://painclinics.com/pain-management/wilson-chang-m-d-wa-98029/,35,1512,2.31,12.12,clinic
https://painclinics.com/pain-management/kenneth-homolya-md-tn-38501/,35,1510,2.32,8.07,clinic
https://www.painclinics.com/pain-management/pro-care-specialty-clinic-ok-74953,35,1508,2.32,10.91,clinic
https://painclinics.com/pain-management/aleksey-alexander-prok-md-oh-45804/,35,1442,2.43,8.31,clinic
https://painclinics.com/pain-management/brandywine-pain-management-inc-de-19808/,35,1433,2.44,16.67,clinic
https://www.painclinics.com/pain-management/dr-odeane-h-connor-md-al-35901,35,1348,2.6,7.17,clinic
https://www.painclinics.com/pain-management/premier-pain-wellness-az-85382,35,1347,2.6,11.02,clinic
https://painclinics.com/pain-management/us-pain-and-rehabilitation-center-mn-55117/,35,1270,2.76,40.68,clinic
https://painclinics.com/?clinics=dr-scott-s-sanitate-m-d,35,1089,3.21,12.66,clinic-old-url
https://painclinics.com/pain-management/brian-jones-md-ks-66112/,35,997,3.51,10.14,clinic
https://painclinics.com/pain-management/bluegrass-bone-joint-llc-ky-40210/,35,972,3.6,23.01,clinic
https://www.painclinics.com/pain-management/fremont-pain-treatment-center-ca-94536,35,756,4.63,7.42,clinic
https://www.painclinics.com/pain-management/csra-pain-management-sc-29841,35,578,6.06,9.57,clinic
https://www.painclinics.com/pain-management/wade-s-lukken-m-d-sd-57049,35,511,6.85,6.76,clinic
https://painclinics.com/pain-management/grace-point-pain-management-tn-37804/,34,5792,0.59,10.36,clinic
https://painclinics.com/pain-management/pain-and-spine-consultants-tn-37087/,34,3802,0.89,9.85,clinic
https://painclinics.com/pain-management/virginia-interventional-pain-and-spine-center-va-24073/,34,3680,0.92,10.98,clinic
https://painclinics.com/pain-management/lifespring-pain-management-center-ut-84037/,34,3325,1.02,8.44,clinic
https://painclinics.com/pain-management/imperial-pain-specialists-tn-37601/,34,3197,1.06,19.68,clinic
https://www.painclinics.com/pain-management/physicians-pain-and-spine-specialists-pllc-ms-39503,34,2279,1.49,21.56,clinic
https://painclinics.com/pain-management/athens-limestone-pain-center-al-35611/,34,1854,1.83,11.81,clinic
https://painclinics.com/pain-management/dr-kenneth-p-finn-md-co-80919/,34,1238,2.75,9.8,clinic
https://www.painclinics.com/pain-management/center-for-pain-management-dr-ramarao-pasupuleti-ky-42101,34,1221,2.78,6.84,clinic
https://painclinics.com/pain-management/interventional-pain-specialists-ky-42134/,34,1063,3.2,15.33,clinic
https://www.painclinics.com/pain-management/balint-pain-management-center-va-24486,34,704,4.83,5.56,clinic
https://painclinics.com/pain-management/knee-pain-centers-of-america-knee-pain-treatment-in-michigan-knee-pain-doctors-michigan-mi-48075/,33,7421,0.44,25.5,clinic
https://painclinics.com/pain-management/nebraska-pain-institute-c-weston-whitten-md-douglas-spurgeon-md-austin-reilly-md-ne-68526/,33,6997,0.47,19.1,clinic
https://painclinics.com/pain-management/interventional-pain-consultants-tn-37934/,33,3273,1.01,15.08,clinic
https://painclinics.com/pain-management/dr-daniel-moyse-md-ia-50325/,33,2676,1.23,9.3,clinic
https://www.painclinics.com/pain-management/summit-pain-management-marion-in-46953,33,2550,1.29,5.96,clinic
https://painclinics.com/pain-management/osf-pain-center-il-61761/,33,2482,1.33,9.34,clinic
https://painclinics.com/pain-management/mid-michigan-pain-management-mi-48532/,33,1383,2.39,10.67,clinic
https://www.painclinics.com/pain-management/eastern-physical-medicine-and-wellness-center-de-19963,33,952,3.47,9.23,clinic
https://painclinics.com/pain-management/firsthealth-interventional-pain-medicine-pinehurst-nc-28374/,32,7915,0.4,11.66,clinic
https://painclinics.com/pain-management/dr-syed-m-quadri-do-in-46360/,32,3213,1.0,9.02,clinic
https://www.painclinics.com/pain-management/premier-pain-spine-center-skyline-medical-center-tn-37207,32,2977,1.07,9.56,clinic
https://painclinics.com/pain-management/flex-institute-formerly-pain-care-consultants-la-71101/,32,2382,1.34,9.54,clinic
https://painclinics.com/pain-management/robert-j-klickovich-m-d-ky-41042/,32,2285,1.4,11.53,clinic
https://www.painclinics.com/pain-management/montgomery-pain-institute-tn-37043,32,2264,1.41,7.89,clinic
https://painclinics.com/pain-management/california-back-pain-specialists-doctores-de-accidentes-ca-93301/,32,1604,2.0,19.97,clinic
https://www.painclinics.com/pain-management/integrated-pain-consultants-az-85206,32,1193,2.68,10.78,clinic
https://painclinics.com/pain-management/dr-stuart-m-rosenblum-md-or-97209/,32,1093,2.93,12.14,clinic
https://www.painclinics.com/pain-management/lighthouse-pain-clinic-al-35244,32,796,4.02,10.31,clinic
https://www.painclinics.com/pain-management/hsu-powen-md-nh-3301,32,765,4.18,16.27,clinic
https://painclinics.com/pain-management/gulf-coast-pain-institute-lew-christopher-md-la-70605/,32,695,4.6,23.28,clinic
https://www.painclinics.com/pain-management/comprehensive-pain-center-of-mississippi-ms-39110,32,657,4.87,5.36,clinic
https://painclinics.com/pain-management/pain-management-of-the-rockies-pc-co-80907/,32,571,5.6,27.05,clinic
https://www.painclinics.com/pain-management/dr-narinder-gupta-md-la-70056,32,451,7.1,5.34,clinic
https://www.painclinics.com/pain-management/pain-solutions-pain-and-psych-s-c-wi-53226,32,410,7.8,4.32,clinic
https://painclinics.com/?clinics=pain-management-dermatology,31,3744,0.83,24.15,clinic-old-url
https://painclinics.com/pain-management/premier-pain-spine-center-skyline-medical-center-tn-37207/,31,3367,0.92,11.52,clinic
https://painclinics.com/pain-management/rhode-island-health-group-pain-management-ri-2896/,31,3220,0.96,39.28,clinic
https://painclinics.com/pain-management/lakeview-spine-henry-kim-md-wa-98902/,31,2739,1.13,14.76,clinic
https://painclinics.com/?clinics=msmg-pain-management,31,2496,1.24,17.12,clinic-old-url
https://painclinics.com/pain-management/beaumont-center-for-pain-medicine-mi-48307/,31,2408,1.29,20.08,clinic
https://www.painclinics.com/pain-management/nea-baptist-pain-management-center-ar-72405-2,31,2232,1.39,8.75,clinic
https://painclinics.com/pain-management/pain-management-360-wv-25304/,31,2193,1.41,12.87,clinic
https://painclinics.com/pain-management/dr-soubrata-v-raikar-md-ne-68025/,31,1942,1.6,6.65,clinic
https://painclinics.com/pain-management/dr-daniel-m-wik-ne-68701/,31,1531,2.02,7.4,clinic
https://www.painclinics.com/pain-management/superior-pain-management-sc-29621,31,1436,2.16,8.77,clinic
https://www.painclinics.com/pain-management/united-physician-group-pain-management-sc-29307,31,1355,2.29,10.62,clinic
https://www.painclinics.com/pain-management/camc-teays-valley-pain-relief-center-wv-25526,31,1260,2.46,8.42,clinic
https://painclinics.com/pain-management/svmc-interventional-pain-management-vt-5201/,31,1061,2.92,9.74,clinic
https://painclinics.com/pain-management/dr-joseph-d-paz-do-pa-18702/,31,1061,2.92,14.63,clinic
https://www.painclinics.com/pain-management/north-alabama-pain-center-al-35058,31,993,3.12,20.65,clinic
https://painclinics.com/pain-management/lighthouse-pain-clinic-al-35244/,31,890,3.48,13.13,clinic
https://www.painclinics.com/pain-management/pain-free-life-centers-mi-48085,31,887,3.49,10.79,clinic
https://painclinics.com/pain-management/providence-interventional-pain-center-drs-ashraf-farid-and-ahmed-attia-ri-2895/,31,717,4.32,7.03,clinic
https://painclinics.com/pain-management/dr-asit-upadhyay-pa-17403/,31,594,5.22,9.31,clinic
https://www.painclinics.com/pain-management/william-newton-do-tn-37398,31,499,6.21,9.31,clinic
https://www.painclinics.com/pain-management/lakeshore-pain-and-spine-center-bradley-silva-md-wi-53142,31,488,6.35,8.2,clinic
https://www.painclinics.com/pain-management/midwest-pain-rehabilitation-cho-myung-j-md,31,466,6.65,6.65,clinic
https://painclinics.com/pain-management/waters-edge-memorials-pain-relief-institute-wa-98902/,30,7426,0.4,8.73,clinic
https://painclinics.com/pain-management/dominion-spine-and-pain-springfield-va-va-22150/,30,7040,0.43,8.47,clinic
https://painclinics.com/pain-management/complete-pain-care-of-md-md-21201/,30,4030,0.74,10.53,clinic
https://www.painclinics.com/pain-management/modesto-pain-medicine-inc-ca-95350,30,3583,0.84,28.27,clinic
https://painclinics.com/pain-management/dr-john-g-fan-md-ks-67502/,30,3366,0.89,10.78,clinic
https://painclinics.com/pain-management/paincare-ks-66212/,30,3270,0.92,17.29,clinic
https://www.painclinics.com/pain-management/the-pain-treatment-center-of-the-bluegrass-aka-ballard-wright-md-psc-ky-40503,30,3065,0.98,9.7,clinic
https://painclinics.com/pain-management/dr-berryman-phenix-city-pain-management-al-36867/,30,3004,1.0,17.78,clinic
https://painclinics.com/pain-management/pain-and-spine-specialists-of-maryland-rockville-md-20852/,30,2089,1.44,32.16,clinic
https://www.painclinics.com/pain-management/arkansas-pain-specialists-ar-72908,30,2031,1.48,9.07,clinic
https://www.painclinics.com/pain-management/interventional-pain-consultants-tn-37934,30,2003,1.5,10.51,clinic
https://painclinics.com/pain-management/southern-tennessee-spine-and-pain-center-tn-37398/,30,1909,1.57,11.08,clinic
https://painclinics.com/pain-management/delmarva-spine-pain-de-19970/,30,1788,1.68,17.7,clinic
https://painclinics.com/pain-management/advanced-pain-management-of-oklahoma-ok-73112/,30,1683,1.78,17.58,clinic
https://painclinics.com/pain-management/elite-pain-consultants-tn-37830/,30,1542,1.95,9.37,clinic
https://painclinics.com/pain-management/southwest-ohio-pain-management-incorporated-oh-45040/,30,1440,2.08,8.31,clinic
https://painclinics.com/?clinics=dr-hammad-malik,30,1433,2.09,27.58,clinic-old-url
https://painclinics.com/pain-management/dr-annette-k-macannuco-winslow-md-ct-6107/,30,1091,2.75,9.03,clinic
https://www.painclinics.com/pain-management/spine-pain-institute-santa-fe-nm-87505,30,1056,2.84,14.99,clinic
https://www.painclinics.com/pain-management/honolulu-pain-management-clinic-llc-hi-96813,30,969,3.1,12.77,clinic
https://www.painclinics.com/pain-management/dr-james-hunt-ar-72117,30,631,4.75,7.67,clinic
https://painclinics.com/pain-management/national-spine-pain-centers-winchester-va-22601/,29,10311,0.28,17.09,clinic
https://painclinics.com/pain-management/peninsula-pain-clinic-silverdale-a-sound-pain-alliance-member-wa-98383/,29,9856,0.29,14.72,clinic
https://painclinics.com/pain-management/dr-ted-shields-do-ar-72401/,29,4833,0.6,12.48,clinic
https://www.painclinics.com/pain-management/ms-pain-migraine-alan-k-cole-md-ms-39402,29,4192,0.69,9.82,clinic
https://painclinics.com/pain-management/alliance-pain-management-tn-37804/,29,4034,0.72,11.17,clinic
https://www.painclinics.com/pain-management/the-center-for-pain-dothan-al-36303,29,2594,1.12,16.32,clinic
https://painclinics.com/pain-management/pain-management-center-patel-anil-md-wv-26101/,29,2364,1.23,11.96,clinic
https://painclinics.com/pain-management/aurora-pain-clinic-il-60506/,29,1630,1.78,21.22,clinic
https://painclinics.com/pain-management/lowell-shih-md-la-70433/,29,1523,1.9,14.22,clinic
https://painclinics.com/pain-management/northwest-pain-management-rehab-wa-98166/,29,1481,1.96,30.64,clinic
https://www.painclinics.com/pain-management/finley-pain-clinic-ia-52001,29,1315,2.21,9.73,clinic
https://www.painclinics.com/pain-management/john-brown-do-ar-72076,29,1158,2.5,8.02,clinic
https://www.painclinics.com/pain-management/mid-michigan-pain-management-mi-48532,29,1059,2.74,7.96,clinic
https://painclinics.com/pain-management/aloha-pain-clinic-hi-96720/,29,998,2.91,24.93,clinic
https://www.painclinics.com/pain-management/carolinas-center-for-advanced-management-of-pain-sc-29302,29,996,2.91,7.82,clinic
https://www.painclinics.com/pain-management/pain-care-pllc-wv-25701,29,940,3.09,14.16,clinic
https://www.painclinics.com/pain-management/lodi-pain-clinic-ca-95242,29,748,3.88,12.51,clinic
https://painclinics.com/?clinics=pain-clinic-of-northwestern-wi,29,691,4.2,12.66,clinic-old-url
https://painclinics.com/pain-management/dr-abdul-r-barakat-md-ri-2895/,29,647,4.48,11.59,clinic
https://www.painclinics.com/pain-management/doc-pain-management-west-chester-oh-45069,29,637,4.55,8.63,clinic
https://painclinics.com/pain-management/pain-management-dr-flag-la-70726/,29,299,9.7,18.31,clinic
https://painclinics.com/pain-management/garrett-wright-m-d-ok-73104/,28,3439,0.81,11.18,clinic
https://painclinics.com/pain-management/pain-care-centers-wy-82609/,28,3204,0.87,10.59,clinic
https://painclinics.com/pain-management/shaan-h-khan-md-in-46350/,28,2997,0.93,11.06,clinic
https://painclinics.com/pain-management/spectrum-pain-clinics-inc-tn-38305/,28,2925,0.96,10.04,clinic
https://painclinics.com/pain-management/my-pain-doc-pc-ne-68601/,28,2873,0.97,9.76,clinic
https://painclinics.com/pain-management/bay-city-pain-clinic-schell-spinal-mi-48706/,28,2544,1.1,38.02,clinic
https://painclinics.com/pain-management/premier-pain-wellness-az-85382/,28,2409,1.16,16.15,clinic
https://www.painclinics.com/pain-management/new-jersey-institute-for-pain-relief-cranford-dr-pucciarelli-d-c-nj-7016,28,2105,1.33,7.92,clinic
https://www.painclinics.com/pain-management/laurel-pain-clinic-ms-39440,28,2091,1.34,9.68,clinic
https://www.painclinics.com/pain-management/western-state-pain-institute-nv-89121,28,1972,1.42,5.72,clinic
https://painclinics.com/pain-management/pain-physicians-of-atlanta-ga-30005/,28,1834,1.53,17.79,clinic
https://www.painclinics.com/pain-management/dr-ryan-almeida-al-35007,28,1782,1.57,8.24,clinic
https://painclinics.com/pain-management/avni-gupta-md-il-61602/,28,1766,1.59,9.91,clinic
https://www.painclinics.com/pain-management/national-spine-and-pain-centers-kristoffer-de-lara-md-ct-6032,28,1633,1.71,6.94,clinic
https://painclinics.com/pain-management/spine-pain-institute-santa-fe-nm-87505/,28,1577,1.78,25.35,clinic
https://painclinics.com/pain-management/el-khatib-maher-b-md-ri-2860/,28,1568,1.79,15.1,clinic
https://www.painclinics.com/pain-management/rush-pain-treatment-center-ms-39301,28,1372,2.04,9.31,clinic
https://www.painclinics.com/pain-management/texas-pain-specialists-tx-76012,28,1371,2.04,19.75,clinic
https://www.painclinics.com/pain-management/suwanee-pain-management-center-inc-ga-30024,28,1025,2.73,22.52,clinic
https://www.painclinics.com/pain-management/advanced-pain-medicine-morgantown-wv-wv-26505,28,742,3.77,11.8,clinic
https://www.painclinics.com/pain-management/friedman-joel-md-hi-96790,28,708,3.95,5.83,clinic
https://www.painclinics.com/pain-management/mililani-pain-center-hi-96789,28,583,4.8,6.74,clinic
https://www.painclinics.com/pain-management/sv-pain-management-ma-1028,28,441,6.35,8.79,clinic
https://painclinics.com/visual-analog-scale/,27,17140,0.16,32.37,other
https://painclinics.com/?clinics=advanced-pain-medical-center,27,4558,0.59,18.54,clinic-old-url
https://www.painclinics.com/pain-management/peninsula-pain-clinic-silverdale-a-sound-pain-alliance-member-wa-98383,27,4494,0.6,10.06,clinic
https://painclinics.com/pain-management/curis-pain-and-wellness-al-35763/,27,3395,0.8,7.1,clinic
https://painclinics.com/?clinics=st-lukes-clinic-pain-management-boise,27,3216,0.84,18.43,clinic-old-url
https://painclinics.com/?clinics=ssm-health-dean-medical-groupmandira-mehra-md,27,3047,0.89,23.79,clinic-old-url
https://painclinics.com/pain-management/corewell-health-beaumont-troy-hospital-pain-management-1555-e-south-blvd-mi-48307/,27,3045,0.89,12.51,clinic
https://www.painclinics.com/pain-management/select-interventional-pain-dr-derrell-leggett-ga-30233,27,2032,1.33,7.48,clinic
https://painclinics.com/pain-management/dr-azhar-m-pasha-md-ms-39301/,27,1918,1.41,8.82,clinic
https://painclinics.com/pain-management/dr-townsend-smith-iii-md-oh-45409/,27,1702,1.59,7.4,clinic
https://painclinics.com/pain-management/muhammad-khan-me-40732642/,27,1593,1.69,10.44,clinic
https://www.painclinics.com/pain-management/pain-institute-of-central-california-ca-93311,27,1569,1.72,8.86,clinic
https://www.painclinics.com/pain-management/pivotal-point-chronic-pain-solutions-wi-54016,27,1404,1.92,9.82,clinic
https://www.painclinics.com/pain-management/kenneth-homolya-md-tn-38501,27,1369,1.97,8.31,clinic
https://painclinics.com/?clinics=midwest-pain-consultants-pc,27,1035,2.61,32.06,clinic-old-url
https://painclinics.com/pain-management/dr-adegboyega-h-lawal-md-wi-53221/,27,958,2.82,7.98,clinic
https://painclinics.com/pain-management/southwest-pain-center-il-60477/,27,931,2.9,18.14,clinic
https://painclinics.com/pain-management/oklahoma-physical-medicine-pettingell-tim-g-md-ok-74137/,27,849,3.18,7.34,clinic
https://painclinics.com/pain-management/jeffrey-gorelick-md-wi-53213/,27,824,3.28,7.8,clinic
https://painclinics.com/pain-management/justin-m-anderson-md-ks-66606/,27,768,3.52,12.7,clinic
https://www.painclinics.com/pain-management/knox-pain-management-pllc-10589,27,699,3.86,11.35,clinic
https://painclinics.com/?clinics=metro-mn-pain,27,614,4.4,40.58,clinic-old-url
https://www.painclinics.com/pain-management/rivers-edge-pain-relief-wheeling-west-virginia-wv-26003,27,556,4.86,8.13,clinic
https://www.painclinics.com/pain-management/dr-stuart-m-rosenblum-md-or-97209,27,506,5.34,6.38,clinic
https://painclinics.com/?clinics=arkansas-headache-sleep-pain-clinics,27,232,11.64,27.66,clinic-old-url
https://painclinics.com/pain-management/center-for-pain-treatment-ronald-stern-md-fl-32901/,26,5690,0.46,16.13,clinic
https://painclinics.com/pain-management/carolina-spine-and-pain-centers-sc-29605/,26,3769,0.69,16.94,clinic
https://painclinics.com/pain-management/brain-and-pain-care-la-71105/,26,3208,0.81,9.06,clinic
https://painclinics.com/pain-management/covington-pain-management-va-24426/,26,2671,0.97,18.4,clinic
https://painclinics.com/pain-management/dr-kyle-silva-do-ma-1890/,26,1932,1.35,21.28,clinic
https://painclinics.com/pain-management/dr-khalid-a-khan-md-ok-74804/,26,1872,1.39,13.51,clinic
https://www.painclinics.com/pain-management/virginia-interventional-pain-and-spine-center-va-24073,26,1834,1.42,9.16,clinic
https://painclinics.com/pain-management/pain-management-partners-llc-ct-6032/,26,1653,1.57,16.38,clinic
https://painclinics.com/pain-management/pain-care-centers-mt-59102/,26,1536,1.69,7.55,clinic
https://www.painclinics.com/pain-management/dr-jason-n-peter-mi-48085,26,1370,1.9,9.47,clinic
https://www.painclinics.com/pain-management/az-pain-doctors-az-85375,26,1330,1.95,25.32,clinic
https://painclinics.com/pain-management/boston-pain-clinic-ma-2136/,26,1297,2.0,10.41,clinic
https://www.painclinics.com/pain-management/dr-leslie-foster-wv-25401,26,1078,2.41,10.75,clinic
https://painclinics.com/pain-management/denver-pain-management-associates-dr-erik-natkin-co-80222/,26,1066,2.44,38.18,clinic
https://painclinics.com/pain-management/advanced-pain-institute-isaac-minehart-md-ca-91007/,26,767,3.39,7.29,clinic
https://www.painclinics.com/pain-management/piedmont-pain-medicine-va-24541,26,741,3.51,17.16,clinic
https://www.painclinics.com/pain-management/center-for-regenerative-orthopedic-medicine-pc-or-97504,26,720,3.61,12.15,clinic
https://painclinics.com/pain-management/waynesburg-interventional-pain-management-pa-15370/,26,671,3.87,9.31,clinic
https://www.painclinics.com/pain-management/allison-gorski-ma-2747,26,650,4.0,7.53,clinic
https://www.painclinics.com/pain-management/honolulu-pain-management-clinic-llc-wang-jeffrey-s-md-hi-96813,26,586,4.44,10.19,clinic
https://painclinics.com/pain-management/marshall-pain-clinic-al-35976/,26,541,4.81,7.53,clinic
https://www.painclinics.com/pain-management/premier-spine-and-pain-clinics-pllc-louis-saeger-md-mn-55435,26,466,5.58,13.91,clinic
https://painclinics.com/pain-management/pain-treatment-centers-of-georgia-ga-31545/,25,9207,0.27,29.58,clinic
https://painclinics.com/?clinics=premier-pain-spine-center,25,5575,0.45,16.47,clinic-old-url
https://painclinics.com/pain-management/the-pain-management-group-tn-37122/,25,4427,0.56,12.45,clinic
https://www.painclinics.com/pain-management/cullman-pain-wellness-al-35055,25,2266,1.1,8.51,clinic
https://painclinics.com/?clinics=west-philadelphia-injury-center,25,2007,1.25,13.29,clinic-old-url
https://painclinics.com/pain-management/mcleod-interventional-pain-management-carolina-forest-sc-29579/,25,1862,1.34,14.81,clinic
https://www.painclinics.com/pain-management/carolina-spine-and-pain-centers-sc-29150,25,1695,1.47,14.26,clinic
https://painclinics.com/pain-management/ghazi-majid-md-nd-58103/,25,1484,1.68,11.02,clinic
https://www.painclinics.com/pain-management/lakeview-spine-henry-kim-md-wa-98902,25,1417,1.76,8.26,clinic
https://www.painclinics.com/pain-management/uofl-hospital-pain-management-center-ky-40202,25,1417,1.76,9.85,clinic
https://painclinics.com/pain-management/dr-cong-yu-md-wa-98104/,25,1401,1.78,8.61,clinic
https://www.painclinics.com/pain-management/advanced-pain-management-of-oklahoma-ok-73112,25,1276,1.96,11.27,clinic
https://painclinics.com/?clinics=mid-valley-pain-clinic,25,920,2.72,35.88,clinic-old-url
https://www.painclinics.com/pain-management/smg-morton-hospital-pain-clinic-ma-2780,25,863,2.9,14.37,clinic
https://www.painclinics.com/pain-management/covington-pain-management-va-24426,25,827,3.02,10.66,clinic
https://www.painclinics.com/pain-management/integrated-pain-care-nh-03110,25,528,4.73,19.4,clinic
