url,issue,impressions
https://www.painclinics.com/pain-management/smg-morton-hospital-pain-clinic-ma-2780,www-duplicate,863
https://www.painclinics.com/pain-management/bend-spine-pain-specialists-or-97701,www-duplicate,841
https://www.painclinics.com/pain-management/dr-azhar-m-pasha-md-ms-39301,www-duplicate,839
https://painclinics.com/?clinics=dr-a-raj-r-swain-md,legacy-url-format,830
https://www.painclinics.com/pain-management/dr-daniel-r-kloster-md-ks-66209,www-duplicate,827
https://www.painclinics.com/pain-management/covington-pain-management-va-24426,www-duplicate,827
https://www.painclinics.com/pain-management/ic-pain-solutions-pc-in-46227,www-duplicate,824
https://www.painclinics.com/pain-management/advance-pain-spine-institute-llc-ky-41056,www-duplicate,822
https://www.painclinics.com/pain-management/rutvij-jaydeep-shah-md-ga-31904,www-duplicate,820
https://www.painclinics.com/pain-management/pain-institute-of-springfield-tn-37172,www-duplicate,816
https://www.painclinics.com/pain-management/dr-vishwajit-m-brahmbhatt-md-in-47374,www-duplicate,813
https://www.painclinics.com/pain-management/johnathon-p-shaffer-md-iu-health-pain-center-in-47401,www-duplicate,810
https://www.painclinics.com/pain-management/lighthouse-pain-clinic-al-35244,www-duplicate,796
https://painclinics.com/?clinics=low-country-pain-vein-center,legacy-url-format,781
https://www.painclinics.com/pain-management/marion-pain-clinic-oh-43302,www-duplicate,779
https://www.painclinics.com/pain-management/joint-and-spine-pain-center-north-tn-37042,www-duplicate,777
https://painclinics.com/?clinics=headache-pain-management-associates-of-westchester,legacy-url-format,775
https://www.painclinics.com/pain-management/wake-spine-pain-specialists-winston-salem-nc-27103,www-duplicate,775
https://www.painclinics.com/pain-management/carolinas-center-for-advanced-management-of-pain-nc-28803,www-duplicate,770
https://www.painclinics.com/pain-management/shailesh-gandhi-do-wi-53405,www-duplicate,769
https://www.painclinics.com/pain-management/physician-partners-of-america-pain-relief-group-fl-34741,www-duplicate,767
https://www.painclinics.com/pain-management/hsu-powen-md-nh-3301,www-duplicate,765
https://www.painclinics.com/pain-management/fremont-pain-treatment-center-ca-94536,www-duplicate,756
https://www.painclinics.com/pain-management/midwest-pain-and-spine-center-dr-michael-xiaohui-fan-mo-63640,www-duplicate,751
https://www.painclinics.com/pain-management/lodi-pain-clinic-ca-95242,www-duplicate,748
https://www.painclinics.com/pain-management/colonial-pain-management-sc-29150,www-duplicate,748
https://www.painclinics.com/pain-management/advanced-pain-medicine-morgantown-wv-wv-26505,www-duplicate,742
https://www.painclinics.com/pain-management/piedmont-pain-medicine-va-24541,www-duplicate,741
https://www.painclinics.com/pain-management/mcleod-interventional-pain-management-carolina-forest-sc-29579,www-duplicate,720
https://www.painclinics.com/pain-management/center-for-regenerative-orthopedic-medicine-pc-or-97504,www-duplicate,720
https://www.painclinics.com/pain-management/swedish-functional-restoration-clinic-seattle-wa-98122,www-duplicate,715
https://www.painclinics.com/pain-management/friedman-joel-md-hi-96790,www-duplicate,708
https://www.painclinics.com/pain-management/brian-yee-do-wv-25801,www-duplicate,706
https://www.painclinics.com/pain-management/balint-pain-management-center-va-24486,www-duplicate,704
https://www.painclinics.com/pain-management/riverwoods-spine-and-pain-ut-84057,www-duplicate,703
https://www.painclinics.com/pain-management/pain-clinic-lakeview-health-clinic-nd-58701,www-duplicate,703
https://www.painclinics.com/pain-management/knox-pain-management-pllc-10589,www-duplicate,699
https://www.painclinics.com/pain-management/dr-shawn-x-mei-md-ms-39503,www-duplicate,693
https://www.painclinics.com/pain-management/avni-gupta-md-il-61602,www-duplicate,693
https://painclinics.com/?clinics=pain-clinic-of-northwestern-wi,legacy-url-format,691
https://www.painclinics.com/pain-management/dr-randall-j-franiak-md-in-46038,www-duplicate,689
https://www.painclinics.com/pain-management/comprehensive-pain-management-center-brinton-lake-pa-19342,www-duplicate,679
https://www.painclinics.com/pain-management/dr-uday-uthaman-de-19808,www-duplicate,676
https://www.painclinics.com/pain-management/anesthesia-pain-services-llc-ne-68512,www-duplicate,666
https://www.painclinics.com/pain-management/marshall-pain-clinic-al-35976,www-duplicate,662
https://www.painclinics.com/pain-management/arkansas-pain-center-ltd-butch-garlapati-md-ar-72117,www-duplicate,658
https://www.painclinics.com/pain-management/gretchen-wienecke-md-ok-73134,www-duplicate,658
https://www.painclinics.com/pain-management/comprehensive-pain-center-of-mississippi-ms-39110,www-duplicate,657
https://www.painclinics.com/pain-management/sage-interventional-pain-medicine-llc-in-46714,www-duplicate,653
https://www.painclinics.com/pain-management/allison-gorski-ma-2747,www-duplicate,650
https://www.painclinics.com/pain-management/denver-diagnostic-pain-co-80111,www-duplicate,649
https://www.painclinics.com/pain-management/athens-limestone-pain-center-al-35611,www-duplicate,648
https://www.painclinics.com/pain-management/southeastern-med-pain-management-oh-43725,www-duplicate,642
https://www.painclinics.com/pain-management/newton-and-associates-spine-and-pain-ga-30067,www-duplicate,639
https://www.painclinics.com/pain-management/doc-pain-management-west-chester-oh-45069,www-duplicate,637
https://www.painclinics.com/pain-management/northwest-pain-management-rehab-wa-98166,www-duplicate,633
https://www.painclinics.com/pain-management/dr-james-hunt-ar-72117,www-duplicate,631
https://painclinics.com/?clinics=dr-j-paul-p-meyer-md-2,legacy-url-format,628
https://www.painclinics.com/pain-management/boston-pain-clinic-ma-02136,www-duplicate,627
https://www.painclinics.com/pain-management/methodist-pain-management-center-il-61602,www-duplicate,624
https://www.painclinics.com/pain-management/pain-physicians-of-wisconsin-wi-53045,www-duplicate,623
https://www.painclinics.com/pain-management/joints-nerves-spine-wi-54911,www-duplicate,623
https://painclinics.com/?clinics=pain-physicians-of-wisconsin-dr-andrzej-staszkiewicz,legacy-url-format,620
https://www.painclinics.com/pain-management/frenette-luc-md-al-35173,www-duplicate,619
https://www.painclinics.com/pain-management/louisiana-pain-physicians-la-71106,www-duplicate,617
https://www.painclinics.com/pain-management/barrett-randall-k-dr-pa-16201,www-duplicate,617
https://painclinics.com/?clinics=metro-mn-pain,legacy-url-format,614
https://www.painclinics.com/pain-management/john-welker-md-tn-38401,www-duplicate,609
https://www.painclinics.com/pain-management/forrest-p-allen-do-tn-37090,www-duplicate,605
https://www.painclinics.com/pain-management/thimineur-mark-md-ct-6450,www-duplicate,604
https://www.painclinics.com/pain-management/institute-for-low-back-care-dr-panjini-sivanna-nd-58104,www-duplicate,599
https://www.painclinics.com/pain-management/interventional-pain-management-of-lake-norman-nc-28117,www-duplicate,599
https://www.painclinics.com/pain-management/dr-lydia-h-ferrell-md-in-46227,www-duplicate,596
https://www.painclinics.com/pain-management/mangieri-eugene-a-md-al-35476,www-duplicate,591
https://www.painclinics.com/pain-management/honolulu-pain-management-clinic-llc-wang-jeffrey-s-md-hi-96813,www-duplicate,586
https://www.painclinics.com/pain-management/mililani-pain-center-hi-96789,www-duplicate,583
https://www.painclinics.com/pain-management/dr-howard-quint-wa-98026,www-duplicate,579
https://www.painclinics.com/pain-management/csra-pain-management-sc-29841,www-duplicate,578
https://www.painclinics.com/pain-management/low-country-pain-vein-center-sc-29115,www-duplicate,567
https://painclinics.com/?clinics=dr-john-t-sacha-md,legacy-url-format,565
https://www.painclinics.com/pain-management/painpro-specialists-ut-84095,www-duplicate,560
https://www.painclinics.com/pain-management/dr-umar-cheema-md-pain-medicine-presbyterian-pain-and-spine-in-albuquerque-at-kaseman-hospital-nm-87110,www-duplicate,558
https://www.painclinics.com/pain-management/rivers-edge-pain-relief-wheeling-west-virginia-wv-26003,www-duplicate,556
https://painclinics.com/?clinics=david-y-xiong-md-phd-advanced-spine-and-pain-care-llc,legacy-url-format,550
https://www.painclinics.com/pain-management/integrated-pain-care-nh-3110,www-duplicate,546
https://www.painclinics.com/pain-management/bluegrass-bone-joint-llc-ky-40210,www-duplicate,545
https://painclinics.com/?clinics=pain-center-of-wyoming-valley,legacy-url-format,543
https://www.painclinics.com/pain-management/vishal-m-patel-m-d-oshkosh-wi-54904,www-duplicate,531
https://www.painclinics.com/pain-management/integrated-pain-care-nh-03110,www-duplicate,528
https://www.painclinics.com/pain-management/gisele-j-girault-md-pain-medicine-specialists-sc-29708,www-duplicate,524
https://www.painclinics.com/pain-management/lee-hungchih-md-oh-45069,www-duplicate,520
https://www.painclinics.com/pain-management/dr-mark-c-meyer-md-co-80919,www-duplicate,513
https://www.painclinics.com/pain-management/wade-s-lukken-m-d-sd-57049,www-duplicate,511
https://www.painclinics.com/pain-management/georgia-pain-management-diagnostics-ga-30501,www-duplicate,508
https://www.painclinics.com/pain-management/dr-stuart-m-rosenblum-md-or-97209,www-duplicate,506
https://www.painclinics.com/pain-management/frederick-c-fisher-m-d-sd-57049,www-duplicate,501
https://www.painclinics.com/pain-management/william-newton-do-tn-37398,www-duplicate,499
https://www.painclinics.com/pain-management/hennepin-healthcare-interventional-pain-clinic-mn-55404,www-duplicate,499
https://www.painclinics.com/pain-management/dr-roger-misasi-ks-66762,www-duplicate,492
https://www.painclinics.com/pain-management/lakeshore-pain-and-spine-center-bradley-silva-md-wi-53142,www-duplicate,488
https://www.painclinics.com/pain-management/advanced-pain-institute-isaac-minehart-md-ca-91007,www-duplicate,487
https://www.painclinics.com/pain-management/kost-jonathan-a-md-ct-6107,www-duplicate,477
https://www.painclinics.com/pain-management/neuroscience-and-pain-institute-dr-chad-la-70403,www-duplicate,474
https://www.painclinics.com/pain-management/midwest-pain-rehabilitation-cho-myung-j-md,www-duplicate,466
https://www.painclinics.com/pain-management/premier-spine-and-pain-clinics-pllc-louis-saeger-md-mn-55435,www-duplicate,466
https://www.painclinics.com/pain-management/brant-smith-do-ks-66606,www-duplicate,465
https://www.painclinics.com/pain-management/daniel-s-bennett-md-dabpm-co-80401,www-duplicate,459
https://www.painclinics.com/pain-management/advanced-pain-medicine-psc-ky-40509,www-duplicate,456
https://www.painclinics.com/pain-management/dr-narinder-gupta-md-la-70056,www-duplicate,451
https://www.painclinics.com/pain-management/brian-jones-md-ks-66112,www-duplicate,450
https://www.painclinics.com/pain-management/mercy-pain-management-center-north-tn-37849,www-duplicate,447
https://painclinics.com/?clinics=eureka-pain-clinic,legacy-url-format,443
https://www.painclinics.com/pain-management/sv-pain-management-ma-1028,www-duplicate,441
https://www.painclinics.com/pain-management/may-pain-institute-ky-40701,www-duplicate,437
https://www.painclinics.com/pain-management/arpan-j-patel-md-edgerton-hospital-pain-spine-center-wi-53534,www-duplicate,432
https://www.painclinics.com/pain-management/meadow-city-procedural-pain-management-nm-87701,www-duplicate,425
https://www.painclinics.com/pain-management/restored-horizons-pain-management-id-83815,www-duplicate,422
https://www.painclinics.com/pain-management/southern-pain-control-center-al-36117,www-duplicate,420
https://www.painclinics.com/pain-management/brandywine-pain-management-inc-de-19808,www-duplicate,410
https://www.painclinics.com/pain-management/pain-solutions-pain-and-psych-s-c-wi-53226,www-duplicate,410
https://www.painclinics.com/pain-management/integris-pain-management-north-ok-73112,www-duplicate,409
https://www.painclinics.com/pain-management/jason-williams-md-id-83706,www-duplicate,405
https://www.painclinics.com/pain-management/denver-pain-management-associates-dr-erik-natkin-co-80222,www-duplicate,403
https://www.painclinics.com/pain-management/thimineur-mark-md-ct-06450,www-duplicate,393
https://painclinics.com/?clinics=preferred-wound-care,legacy-url-format,390
https://www.painclinics.com/pain-management/ahmad-usmani-md-nh-3038,www-duplicate,387
https://painclinics.com/?clinics=michigan-institute-for-interventional-pain-ihsan-asbahi-md,legacy-url-format,367
https://www.painclinics.com/pain-management/oregon-pain-center-or-97225,www-duplicate,342
https://www.painclinics.com/pain-management/dr-gayathry-inamdar-md-ia-50702,www-duplicate,335
https://painclinics.com/?clinics=verde-pain-services,legacy-url-format,335
https://www.painclinics.com/pain-management/jeffrey-gorelick-md-wi-53213,www-duplicate,327
https://www.painclinics.com/pain-management/dr-marjorie-e-belsky-md-nv-89009,www-duplicate,326
https://www.painclinics.com/pain-management/wyoming-pain-institute-wy-82718,www-duplicate,316
https://www.painclinics.com/pain-management/trevin-thurman-m-d-wy-82009,www-duplicate,301
https://www.painclinics.com/pain-management/jasmine-barksdale-cobb-np-de-19963,www-duplicate,295
https://www.painclinics.com/pain-management/virginia-pain-network-and-clinics-va-23235,www-duplicate,293
https://www.painclinics.com/pain-management/dr-joseph-d-paz-do-pa-18702,www-duplicate,289
https://www.painclinics.com/pain-management/comprehensive-spine-and-pain-management-de-19713,www-duplicate,280
https://www.painclinics.com/pain-management/mauricio-garcia-md-ks-66211,www-duplicate,278
https://www.painclinics.com/pain-management/pain-center-st-james-healthcare-mt-59701,www-duplicate,274
https://www.painclinics.com/pain-management/jeremy-b-poulsen-d-o-sd-57049,www-duplicate,266
https://painclinics.com/?clinics=arkansas-headache-sleep-pain-clinics,legacy-url-format,232
https://www.painclinics.com/pain-management/steven-robert-peloquin-md-ks-66502,www-duplicate,224
https://www.painclinics.com/pain-management/institute-of-precision-pain-medicine-tx-77521/,www-duplicate,211
https://www.painclinics.com/pain-management/donna-morgan-m-d-or-97401,www-duplicate,204
https://www.painclinics.com/pain-management/eastern-ct-pain-ct-6360,www-duplicate,192
https://www.painclinics.com/pain-management/dr-sekou-f-molette-md-tn-37203,www-duplicate,179
https://www.painclinics.com/pain-management/dr-robert-h-long-md-mn-55331,www-duplicate,172
https://www.painclinics.com/pain-management/dr-david-k-hagstrom-tx-79412/,www-duplicate,129
https://www.painclinics.com/pain-management/trevin-thurman-m-d-wy-82901,www-duplicate,103
