"Place ID",ID,Title,"Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured"
ChIJrXNkB6FBV4gRJTDPs2jtgXk,45479,"Pain Management Plus, PLLC",https://lombers.com/wp-content/uploads/2025/03/thumbnail-2740.jpeg|https://lombers.com/wp-content/uploads/2025/03/thumbnail-2741.jpeg,thumbnail-2740.jpeg|thumbnail-2741.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2740.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2741.jpeg,45480|45481,thumbnail-2740.jpeg|thumbnail-2741.jpeg,|,|,|,
ChIJ8YvFKowlVIgR99zaks7UqyM,45482,"Southern Pain and Spine Specialists",https://lombers.com/wp-content/uploads/2025/03/AF1QipNoiXoWvvMVI6e32vs5rNnCcwElNQDawHZJWlKTs1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/AF1QipMGBlH_34jP9wjarcZA00zLMv_777A_uoNB-qhTs1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/AF1QipM6xUU62e60XN07zBn7TUphrROMxsRJVlJeWaNWs1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/thumbnail-2742.jpeg,AF1QipNoiXoWvvMVI6e32vs5rNnCcwElNQDawHZJWlKTs1024.jpeg|AF1QipMGBlH_34jP9wjarcZA00zLMv_777A_uoNB-qhTs1024.jpeg|AF1QipM6xUU62e60XN07zBn7TUphrROMxsRJVlJeWaNWs1024.jpeg|thumbnail-2742.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipNoiXoWvvMVI6e32vs5rNnCcwElNQDawHZJWlKTs1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipMGBlH_34jP9wjarcZA00zLMv_777A_uoNB-qhTs1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipM6xUU62e60XN07zBn7TUphrROMxsRJVlJeWaNWs1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2742.jpeg,45483|45484|45485|45486,"Southern Pain and Spine Specialists|AF1QipMGBlH_34jP9wjarcZA00zLMv_777A_uoNB-qhTs1024.jpeg|AF1QipM6xUU62e60XN07zBn7TUphrROMxsRJVlJeWaNWs1024.jpeg|thumbnail-2742.jpeg",|||,"NC using the latest technology and comprehensive care. We treat patients in Charlotte and Matthews|NC and the surrounding areas of Mecklenburg County. Dr. Alamarie is a dual Board Certified Pain Specialist and Anesthesiologist. Our practice is patient centered and patient care is at the core of our beliefs. We have helped many patients have a better quality of life and gain function.||","Pain management physician|||",https://lombers.com/wp-content/uploads/2025/03/AF1QipNoiXoWvvMVI6e32vs5rNnCcwElNQDawHZJWlKTs1024.jpeg
ChIJEbuRkycfqokResAhUNCY2e0,45487,"Wilmington Health Interventional Pain & Regenerative Medicine",https://lombers.com/wp-content/uploads/2025/03/thumbnail-2743.jpeg|https://lombers.com/wp-content/uploads/2025/03/AF1QipOrqQfEVxunYcWCyvLpMVL26F5FzpeAmp_ZHXCGs1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/thumbnail-2744.jpeg,thumbnail-2743.jpeg|AF1QipOrqQfEVxunYcWCyvLpMVL26F5FzpeAmp_ZHXCGs1024.jpeg|thumbnail-2744.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2743.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipOrqQfEVxunYcWCyvLpMVL26F5FzpeAmp_ZHXCGs1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2744.jpeg,45488|45489|45490,thumbnail-2743.jpeg|AF1QipOrqQfEVxunYcWCyvLpMVL26F5FzpeAmp_ZHXCGs1024.jpeg|thumbnail-2744.jpeg,||,||,||,
ChIJtZWT5gZRrIkRYhHPrnhxa1s,45491,"Carolina Pain & Spine",https://lombers.com/wp-content/uploads/2025/03/thumbnail-2745.jpeg|https://lombers.com/wp-content/uploads/2025/03/thumbnail-2746.jpeg,thumbnail-2745.jpeg|thumbnail-2746.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2745.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2746.jpeg,45492|45493,thumbnail-2745.jpeg|thumbnail-2746.jpeg,|,|,|,
ChIJJYefuwztWYgRZuUnHXqLuko,45494,"Carolinas Center For Advanced Management Of Pain",https://lombers.com/wp-content/uploads/2025/03/AF1QipOgeyYNR54GRxihIu7f3milAjpa1nGXDqYWLF4Xs1024.png|https://lombers.com/wp-content/uploads/2025/03/AF1QipMsdlX02kTgWql_1TTlUjsCknquzLcL6wMj7_wTs1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/AF1QipPsInZVNmp9MZV2xI3xZ-38ug0q1Les-Re_k4Xis1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/thumbnail-2747.jpeg,AF1QipOgeyYNR54GRxihIu7f3milAjpa1nGXDqYWLF4Xs1024.png|AF1QipMsdlX02kTgWql_1TTlUjsCknquzLcL6wMj7_wTs1024.jpeg|AF1QipPsInZVNmp9MZV2xI3xZ-38ug0q1Les-Re_k4Xis1024.jpeg|thumbnail-2747.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipOgeyYNR54GRxihIu7f3milAjpa1nGXDqYWLF4Xs1024.png|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipMsdlX02kTgWql_1TTlUjsCknquzLcL6wMj7_wTs1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipPsInZVNmp9MZV2xI3xZ-38ug0q1Les-Re_k4Xis1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2747.jpeg,45495|45496|45497|45498,"Carolinas Center For Advanced Management Of Pain|AF1QipMsdlX02kTgWql_1TTlUjsCknquzLcL6wMj7_wTs1024.jpeg|AF1QipPsInZVNmp9MZV2xI3xZ-38ug0q1Les-Re_k4Xis1024.jpeg|thumbnail-2747.jpeg",|||,|||,"Pain control clinic|||",https://lombers.com/wp-content/uploads/2025/03/AF1QipOgeyYNR54GRxihIu7f3milAjpa1nGXDqYWLF4Xs1024.png
ChIJ6yinCUFgrIkRwRzJDPZjDCo,45499,"Wake Spine & Pain Specialists: Garner",https://lombers.com/wp-content/uploads/2025/03/AF1QipPNEtgGnCzYVHnPEyu2EbmXWJKBMZhcO0VRrntos1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/AF1QipOajNTwXZYLzR_XI4pzEpZXWngsZ30fTAtZvTaOs1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/thumbnail-2748.jpeg,AF1QipPNEtgGnCzYVHnPEyu2EbmXWJKBMZhcO0VRrntos1024.jpeg|AF1QipOajNTwXZYLzR_XI4pzEpZXWngsZ30fTAtZvTaOs1024.jpeg|thumbnail-2748.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipPNEtgGnCzYVHnPEyu2EbmXWJKBMZhcO0VRrntos1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipOajNTwXZYLzR_XI4pzEpZXWngsZ30fTAtZvTaOs1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2748.jpeg,45500|45501|45502,"Wake Spine & Pain Specialists: Garner|AF1QipOajNTwXZYLzR_XI4pzEpZXWngsZ30fTAtZvTaOs1024.jpeg|thumbnail-2748.jpeg",||,"we carefully evaluate|diagnose and design a patient-centric treatment plan that includes the most advanced interventional pain procedures with complementary modalities like pain psychology|","Pain management physician||",https://lombers.com/wp-content/uploads/2025/03/AF1QipPNEtgGnCzYVHnPEyu2EbmXWJKBMZhcO0VRrntos1024.jpeg
ChIJCerf1N6qVogR1bigXRyTxzE,45503,"Interventional Pain Management of Lake Norman",https://lombers.com/wp-content/uploads/2025/03/AF1QipOde0JUbvwErs_kfNyGLBrSMi6WV_hy8CtfLQ4fs1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/thumbnail-2749.jpeg,AF1QipOde0JUbvwErs_kfNyGLBrSMi6WV_hy8CtfLQ4fs1024.jpeg|thumbnail-2749.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipOde0JUbvwErs_kfNyGLBrSMi6WV_hy8CtfLQ4fs1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2749.jpeg,45504|45505,"Interventional Pain Management of Lake Norman|thumbnail-2749.jpeg",|,|,"Pain management physician|",https://lombers.com/wp-content/uploads/2025/03/AF1QipOde0JUbvwErs_kfNyGLBrSMi6WV_hy8CtfLQ4fs1024.jpeg
ChIJpaPK2oIaqYkRtrJ5EOpip4g,45506,"Crystal Coast Pain Management Center",https://lombers.com/wp-content/uploads/2025/03/AF1QipND1MCVeujrTHEwfHzFc5PvVQQr2c0fhIDR9f4Cs1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/AF1QipO9gLymBhF-mFvl_Djf-UfIxP885rMEGg9Lxx6Ns1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/thumbnail-2750.jpeg,AF1QipND1MCVeujrTHEwfHzFc5PvVQQr2c0fhIDR9f4Cs1024.jpeg|AF1QipO9gLymBhF-mFvl_Djf-UfIxP885rMEGg9Lxx6Ns1024.jpeg|thumbnail-2750.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipND1MCVeujrTHEwfHzFc5PvVQQr2c0fhIDR9f4Cs1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipO9gLymBhF-mFvl_Djf-UfIxP885rMEGg9Lxx6Ns1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2750.jpeg,45507|45508|45509,"Crystal Coast Pain Management Center|AF1QipO9gLymBhF-mFvl_Djf-UfIxP885rMEGg9Lxx6Ns1024.jpeg|thumbnail-2750.jpeg",||,||,"Pain management physician||",https://lombers.com/wp-content/uploads/2025/03/AF1QipND1MCVeujrTHEwfHzFc5PvVQQr2c0fhIDR9f4Cs1024.jpeg
ChIJsxJzgfGCrIkRezhN687yOJ0,45510,"Neurology & Pain Management Center",https://lombers.com/wp-content/uploads/2025/03/thumbnail-2751.jpeg|https://lombers.com/wp-content/uploads/2025/03/thumbnail-2752.jpeg,thumbnail-2751.jpeg|thumbnail-2752.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2751.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2752.jpeg,45511|45512,thumbnail-2751.jpeg|thumbnail-2752.jpeg,|,|,|,
ChIJWQAjOiforokRTH2P8YYDNHY,45513,"ECPC Pain Specialists",https://lombers.com/wp-content/uploads/2025/03/thumbnail-2753.jpeg|https://lombers.com/wp-content/uploads/2025/03/thumbnail-2754.jpeg,thumbnail-2753.jpeg|thumbnail-2754.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2753.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2754.jpeg,45514|45515,thumbnail-2753.jpeg|thumbnail-2754.jpeg,|,|,|,
ChIJv8pK9WeXU4gRg78yWu7lKyo,45516,"Atrium Health Wake Forest Baptist Pain Center - Lexington",https://lombers.com/wp-content/uploads/2025/03/thumbnail-2755.jpeg|https://lombers.com/wp-content/uploads/2025/03/thumbnail-2756.jpeg,thumbnail-2755.jpeg|thumbnail-2756.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2755.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2756.jpeg,45517|45518,thumbnail-2755.jpeg|thumbnail-2756.jpeg,|,|,|,
ChIJ_2R1jNkLU4gRC07NJtr5F_w,45519,"Carolina Pain Relief Center",https://lombers.com/wp-content/uploads/2025/03/AF1QipOHORetEZH9HTzu8KYja4mOOTUHONSdCiCuWQ4As1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/thumbnail-2757.jpeg,AF1QipOHORetEZH9HTzu8KYja4mOOTUHONSdCiCuWQ4As1024.jpeg|thumbnail-2757.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipOHORetEZH9HTzu8KYja4mOOTUHONSdCiCuWQ4As1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2757.jpeg,45523|45522,"Carolina Pain Relief Center|thumbnail-2757.jpeg",|,|,Doctor|,https://lombers.com/wp-content/uploads/2025/03/AF1QipOHORetEZH9HTzu8KYja4mOOTUHONSdCiCuWQ4As1024.jpeg
ChIJU5Ar56aRrIkR5r_6zhqj0k8,45524,"ECPC Holly Springs Interventional Pain and Spine",https://lombers.com/wp-content/uploads/2025/03/AF1QipNUOx8x9QqHmkJl1-pE9S1RpjQ5_Mwnjypj-OZ4s1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/AF1QipOQA_oE47rJbI2tbdD4CFpPGJQtP-uqm6YRW8-Js1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/thumbnail-2758.jpeg,AF1QipNUOx8x9QqHmkJl1-pE9S1RpjQ5_Mwnjypj-OZ4s1024.jpeg|AF1QipOQA_oE47rJbI2tbdD4CFpPGJQtP-uqm6YRW8-Js1024.jpeg|thumbnail-2758.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipNUOx8x9QqHmkJl1-pE9S1RpjQ5_Mwnjypj-OZ4s1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipOQA_oE47rJbI2tbdD4CFpPGJQtP-uqm6YRW8-Js1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2758.jpeg,45525|45526|45527,"ECPC Holly Springs Interventional Pain and Spine|AF1QipOQA_oE47rJbI2tbdD4CFpPGJQtP-uqm6YRW8-Js1024.jpeg|thumbnail-2758.jpeg",||,"degenerated or herniated discs|unrelieved pain after surgery|","Pain management physician||",https://lombers.com/wp-content/uploads/2025/03/AF1QipNUOx8x9QqHmkJl1-pE9S1RpjQ5_Mwnjypj-OZ4s1024.jpeg
ChIJERz7aCkPVIgRYVedyKIlgBE,45528,"Atrium Health Cabarrus Pain Management",https://lombers.com/wp-content/uploads/2025/03/AF1QipOP1ZnYA27BaT22-spgTAdDtuj3KPF6flb7GQnAs1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/AF1QipMNW7PyhYKt3eH95kdD2BMkxLey1LsdiWFqurFSs1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/thumbnail-2759.jpeg,AF1QipOP1ZnYA27BaT22-spgTAdDtuj3KPF6flb7GQnAs1024.jpeg|AF1QipMNW7PyhYKt3eH95kdD2BMkxLey1LsdiWFqurFSs1024.jpeg|thumbnail-2759.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipOP1ZnYA27BaT22-spgTAdDtuj3KPF6flb7GQnAs1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipMNW7PyhYKt3eH95kdD2BMkxLey1LsdiWFqurFSs1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2759.jpeg,45529|45530|45531,"Atrium Health Cabarrus Pain Management|AF1QipMNW7PyhYKt3eH95kdD2BMkxLey1LsdiWFqurFSs1024.jpeg|thumbnail-2759.jpeg",||,"arthritis|muscle and joint pain|","Pain management physician||",https://lombers.com/wp-content/uploads/2025/03/AF1QipOP1ZnYA27BaT22-spgTAdDtuj3KPF6flb7GQnAs1024.jpeg
ChIJ76QCniforokR7zh_qKrku60,45532,"National Spine & Pain Centers - Greenville",https://lombers.com/wp-content/uploads/2025/03/thumbnail-2760.jpeg|https://lombers.com/wp-content/uploads/2025/03/AF1QipO4u0K22Ida8eBeHwyA7W1PjGE0GoEp4qTak-uus1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/thumbnail-2761.jpeg,thumbnail-2760.jpeg|AF1QipO4u0K22Ida8eBeHwyA7W1PjGE0GoEp4qTak-uus1024.jpeg|thumbnail-2761.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2760.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipO4u0K22Ida8eBeHwyA7W1PjGE0GoEp4qTak-uus1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2761.jpeg,45533|45534|45535,thumbnail-2760.jpeg|AF1QipO4u0K22Ida8eBeHwyA7W1PjGE0GoEp4qTak-uus1024.jpeg|thumbnail-2761.jpeg,||,"|personalized treatment they deserve.|",||,
ChIJLwaAwjPzrIkRsBJv5Z4LUtg,45536,"Wake Spine & Pain Specialists: Cary",https://lombers.com/wp-content/uploads/2025/03/AF1QipPtWzAk_1OdDLF_4U5Z2K0GY2GEDQr6ho41nh6qs1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/AF1QipNkDzcaBeEOCEPe_z5nWcYrKRSTYHzK1kUmeIxYs1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/AF1QipOF1CdsD4HTtGSktfqmQJ9w8n-OJkSV_xnLdrTAs1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/thumbnail-2762.jpeg,AF1QipPtWzAk_1OdDLF_4U5Z2K0GY2GEDQr6ho41nh6qs1024.jpeg|AF1QipNkDzcaBeEOCEPe_z5nWcYrKRSTYHzK1kUmeIxYs1024.jpeg|AF1QipOF1CdsD4HTtGSktfqmQJ9w8n-OJkSV_xnLdrTAs1024.jpeg|thumbnail-2762.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipPtWzAk_1OdDLF_4U5Z2K0GY2GEDQr6ho41nh6qs1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipNkDzcaBeEOCEPe_z5nWcYrKRSTYHzK1kUmeIxYs1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipOF1CdsD4HTtGSktfqmQJ9w8n-OJkSV_xnLdrTAs1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2762.jpeg,45537|45538|45539|45540,"Wake Spine & Pain Specialists: Cary|AF1QipNkDzcaBeEOCEPe_z5nWcYrKRSTYHzK1kUmeIxYs1024.jpeg|AF1QipOF1CdsD4HTtGSktfqmQJ9w8n-OJkSV_xnLdrTAs1024.jpeg|thumbnail-2762.jpeg",|||,"we carefully evaluate|diagnose and design a patient-centric treatment plan that includes the most advanced interventional pain procedures with complementary modalities like pain psychology|acupuncture|","Pain management physician|||",https://lombers.com/wp-content/uploads/2025/03/AF1QipPtWzAk_1OdDLF_4U5Z2K0GY2GEDQr6ho41nh6qs1024.jpeg
ChIJP1cgrLwbU4gRE9dNXCMoQzU,45541,"Heag Pain Management",https://lombers.com/wp-content/uploads/2025/03/AF1QipM5yVujbleJBvglaisysS2Ui965FAIK4GNlxpcXs1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/AF1QipMtM2Na-Ge1OPFBJ0YspN7v9uCqH-Z9iS8ReB0Ds1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/thumbnail-2763.jpeg,AF1QipM5yVujbleJBvglaisysS2Ui965FAIK4GNlxpcXs1024.jpeg|AF1QipMtM2Na-Ge1OPFBJ0YspN7v9uCqH-Z9iS8ReB0Ds1024.jpeg|thumbnail-2763.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipM5yVujbleJBvglaisysS2Ui965FAIK4GNlxpcXs1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipMtM2Na-Ge1OPFBJ0YspN7v9uCqH-Z9iS8ReB0Ds1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2763.jpeg,45542|45543|45544,"Heag Pain Management|AF1QipMtM2Na-Ge1OPFBJ0YspN7v9uCqH-Z9iS8ReB0Ds1024.jpeg|thumbnail-2763.jpeg",||,"Chronic pain specialist||","Pain management physician||",https://lombers.com/wp-content/uploads/2025/03/AF1QipM5yVujbleJBvglaisysS2Ui965FAIK4GNlxpcXs1024.jpeg
ChIJT8u_BVL6UIgRuysktGkrU3E,45545,"Appalachian Regional Pain Management Center",https://lombers.com/wp-content/uploads/2025/03/thumbnail-2764.jpeg|https://lombers.com/wp-content/uploads/2025/03/thumbnail-2765.jpeg,thumbnail-2764.jpeg|thumbnail-2765.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2764.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2765.jpeg,45546|45547,thumbnail-2764.jpeg|thumbnail-2765.jpeg,|,|,|,
ChIJoyQJK4gdVIgR0yINrwGleU0,45548,"Atrium Health University City Pain Management",https://lombers.com/wp-content/uploads/2025/03/AF1QipNPK86rOHI3utMUCf7rhRb1eZNjtiQlVyOC3tvHs1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/AF1QipNaYFp57_fGNLtwBKTU2923md-clSNoqBxL7RV5s1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/thumbnail-2766.jpeg,AF1QipNPK86rOHI3utMUCf7rhRb1eZNjtiQlVyOC3tvHs1024.jpeg|AF1QipNaYFp57_fGNLtwBKTU2923md-clSNoqBxL7RV5s1024.jpeg|thumbnail-2766.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipNPK86rOHI3utMUCf7rhRb1eZNjtiQlVyOC3tvHs1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipNaYFp57_fGNLtwBKTU2923md-clSNoqBxL7RV5s1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2766.jpeg,45549|45550|45551,"Atrium Health University City Pain Management|AF1QipNaYFp57_fGNLtwBKTU2923md-clSNoqBxL7RV5s1024.jpeg|thumbnail-2766.jpeg",||,"arthritis|muscle and joint pain|","Pain management physician||",https://lombers.com/wp-content/uploads/2025/03/AF1QipNPK86rOHI3utMUCf7rhRb1eZNjtiQlVyOC3tvHs1024.jpeg
ChIJNcz7PeohU4gRYR0JR38sXwU,45552,"Bellamy Pain Management",https://lombers.com/wp-content/uploads/2025/03/AF1QipNKG_USuTvb8MYeueOUbHYg5cJAE8TjrSS2d8RMs1024.jpeg|https://lombers.com/wp-content/uploads/2025/03/AF1QipNKG_USuTvb8MYeueOUbHYg5cJAE8TjrSS2d8RMs1024-1.jpeg,AF1QipNKG_USuTvb8MYeueOUbHYg5cJAE8TjrSS2d8RMs1024.jpeg|AF1QipNKG_USuTvb8MYeueOUbHYg5cJAE8TjrSS2d8RMs1024-1.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipNKG_USuTvb8MYeueOUbHYg5cJAE8TjrSS2d8RMs1024.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipNKG_USuTvb8MYeueOUbHYg5cJAE8TjrSS2d8RMs1024-1.jpeg,45553|45554,"Bellamy Pain Management|AF1QipNKG_USuTvb8MYeueOUbHYg5cJAE8TjrSS2d8RMs1024-1.jpeg",|,"Dr. Bellamy and her team specialize in pain management and control. Living with debilitating pain does not have to be your way of life. The team at Bellamy Pain Management will work with you to find the ideal balance of lifestyle changes|","Pain management physician|",https://lombers.com/wp-content/uploads/2025/03/AF1QipNKG_USuTvb8MYeueOUbHYg5cJAE8TjrSS2d8RMs1024.jpeg
ChIJ5U4oXAsfU4gReIPkuTAxc-8,45555,"Atrium Health Wake Forest Baptist Pain Center - North Elm",https://lombers.com/wp-content/uploads/2025/03/thumbnail-2767.jpeg|https://lombers.com/wp-content/uploads/2025/03/thumbnail-2768.jpeg,thumbnail-2767.jpeg|thumbnail-2768.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2767.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2768.jpeg,45556|45557,thumbnail-2767.jpeg|thumbnail-2768.jpeg,|,|,|,
ChIJhcvCTVEZU4gRtgnV3QcvIZI,45558,"Guilford Pain Management",https://lombers.com/wp-content/uploads/2025/03/thumbnail-2769.jpeg|https://lombers.com/wp-content/uploads/2025/03/thumbnail-2770.jpeg,thumbnail-2769.jpeg|thumbnail-2770.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2769.jpeg|/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-2770.jpeg,45559|45560,thumbnail-2769.jpeg|thumbnail-2770.jpeg,|,|,|,
