id,title,city,state,phone,place_id
hb8oc0w0t7k5txfnxr36by84,Advanced Pain Specialists,Frankfort,Illinois,+1 815-806-0400,ChIJNZ2NJbQUDogRwPA9_8ApEsM
apddp7hqsxk43kh3gwq03tpe,Pain Treatment Centers of Illinois,New Lenox,Illinois,+1 708-460-9000,ChIJDw5smFhoDogRSAShoTBjjUE
ovvk9n620b2ytan1ozv6dx9c,Pain Treatment Centers Of Illinois,Oak Lawn,Illinois,+1 708-499-2210,ChIJZev7yWA6DogRfZvz9SOfYSM
ifm3h7dli7tclh8z3pi56tyy,Methodist Pain Management Center,Peoria,Illinois,+1 309-672-5950,ChIJxfEJQnJZCogRLAknvpLgs0w
n5rldh8umhbeyrah1vqyhsvl,TLC Pain Management,Rolling Meadows,Illinois,+1 847-359-9437,ChIJUYDx6TSlD4gRXXPTfzaKWIQ
drram1o95jutwhmc7sd8fd0q,Advanced Pain Management of Elwood,Anderson,Indiana,+1 765-641-2387,ChIJvfebkLPeFIgR2suTMBxhoBY
yixq3bn17h13wbiccylyqyo0,Franciscan St. Margaret Health Pain Center,Dyer,Indiana,,ChIJIeqAbOnjEYgR7dzojFum3wA
xlv0skj67csnvtvvsmp6a6wd,Advanced Pain Management of Elwood,Elwood,Indiana,+1 765-557-8569,ChIJ5QKjPwHpFIgRlPAAi3SZXl8
k811gykrih54q27u8rbunuy6,"Apollo Pain Center, LLC",Frankfort,Indiana,,ChIJgXa-JPNrE4gRm30z866_13E
tzbe33p771xx5hjko36tjf65,Greenwood Pain Management,Greenwood,Indiana,+1 317-884-4400,ChIJaYjDvsFda4gRWCjET1-1uiM
gtjx2pvme2sdjgdk5yuqjci9,Pain Management Solutions,Greenwood,Indiana,+1 317-346-7246,ChIJSb1ePGFda4gRZhRX4agiwAw
xq5dky9hz3870ouf15h4gscs,Shukla Chetan Dr,Indianapolis,Indiana,+1 317-876-5197,ChIJLe54rdBQa4gRcWuskI6u8yc
kz1wlend0hjn9xf5n5wq0py1,"IC Pain Solutions, PC",Indianapolis,Indiana,+1 317-781-0067,ChIJEyKab4lba4gR6K9th0hTXMw
yvrk6b49jtd9dl3ggxt3khax,Center for Pain Management,Jasper,Indiana,+1 812-437-7246,ChIJdQPaHFRjbogRVvINHDnuMpw
vddbhn4ny3ych345xxx15xe0,Pain Care Center,Lafayette,Indiana,+1 765-807-7988,ChIJhQEFXJccE4gRZ-Il4tXvOJk
eby233uv0ycigfe5zb2f74th,Northwest indiana occupational pain and wellness,Merrillville,Indiana,+1 219-756-7246,ChIJnchp0-juEYgRhdCMwh8i5dw
ev8hbdtk9r4zr721vgwwx3r0,"Pain Management Group, LLC: Ajit Pai, M.D.",Mishawaka,Indiana,+1 574-251-0498,ChIJU7JyO43NFogRRE38hvn1GfI
j86bp3ui079xeq276pptu2y3,"Dr. Vishwajit M. Brahmbhatt, MD",Richmond,Indiana,+1 765-983-3410,ChIJy78uDZwAQIgRtTPl7BqiyN0
pf843zdnafvcp627yoowoca3,"Dr. Mark D. Kline, MD",Cedar Rapids,Iowa,+1 319-743-7300,ChIJ1QApyjf35IcRC3BoX-kcLLk
psrrlwpf3btvf40k26iygixy,"Dr. Daniel Moyse, MD",Clive,Iowa,+1 515-245-6425,ChIJQ3ftoQmZ7ocRAINruxY__kw
q4v154729uakikcj6agpvebe,"Daniel Moyse, MD",Des Moines,Iowa,+1 515-247-3150,ChIJqRQD3FqZ7ocRcoFrBVyvayQ
rbfo3zi3jq1sp2jponrtb5a0,Iowa Health Pain Management,Des Moines,Iowa,,ChIJ75iqRLyZ7ocRxRsJp8ZQ73Y
g8ywglh8dk9wazyayaaf6xf0,Mercy Center For Pain Medicine: Biggerstaff Matt MD,Des Moines,Iowa,+1 515-247-3150,ChIJgcOcIQqZ7ocRcpfcjFiNVAQ
asuubq3naeiqhjwnyu2p6d9p,"Clay E Ransdell, DO",Des Moines,Iowa,+1 515-261-7246,ChIJRz4yKBkh7IcR1NgejCdLJX4
s50avtzbse6m6wi7k2rbqme7,Anesthesia Pain Clinic,Iowa City,Iowa,+1 319-356-2320,ChIJITxlnZBB5IcRhlqZWFcc5vM
odcmgksoitr652ab6qzj5r0u,Northern Iowa Pain Management,Waterloo,Iowa,+1 319-272-3323,ChIJSRndB81T5YcRTtp0thq0YKc
o0dmz43eyc1lxmq6j1mwh1ha,Center For Pain Medicine,Waterloo,Iowa,+1 319-833-5810,ChIJZYr6fHNU5YcRY4DZ7JCLw_Q
obm66517k4h2xj08u3ta6zk3,"Mauricio Acebey, MD",West Des Moines,Iowa,+1 515-585-3825,ChIJpd9opvMh7IcR_XM0gmR-__I
hko66ah8m6s6e6ynu75noamx,Munawar Siddiqi,London,KY,+1 859-224-9989,
umbqgy6nrwto275tlfdr3xhc,"Holistic Pain Management - Ellsworth, KS",Ellsworth,Kansas,+1 800-928-6040,ChIJO3mbsmcVo4cRXWUE5-mNDVM
rvhfnvtnnu9p2ztjdqpoesx7,Khan Talal W MD,Kansas City,Kansas,+1 913-588-5000,ChIJc-0WAy_uwIcRlFQ75oJSZVM
cwp99cwo2jvsgk9z4x46mvgj,"Holistic Pain Management - La Crosse, KS",La Crosse,Kansas,+1 785-222-2564,ChIJwfBB-0ZboYcRv7gK3JtUfFw
vkxd4jdbfhgbots98bf081qb,"Dr. Michael D. Lange, MD",Lawrence,Kansas,+1 785-842-7026,ChIJr-TxmBRvv4cRZ6qWEJpDnO4
c5sdngwriofto16moeu9j5qw,"Steven Robert Peloquin, MD",Manhattan,Kansas,+1 785-320-6700,ChIJ-5jSD77NvYcR1O4mV9D8MuM
wkf6bidlqrs7xdqq9hxcxcdq,Pain Clinic,Overland Park,Kansas,,ChIJq4mRHc7BwIcRaDt8oLtAyRc
gwakwd4axn7lrha3am3gucec,"Dr. Daniel R. Kloster, MD",Overland Park,Kansas,+1 913-498-6124,ChIJqcDxhybpwIcRJJ05v0HlpD0
x9dwwilnxnaicerymr9zmgmh,Midwest Pain Recovery Centers,Overland Park,Kansas,+1 913-217-7244,ChIJuyIfnYjrwIcRmH7Sv0kTs1E
e6m1491bmktafen0s1cvqj2k,pain management,Overland Park,Kansas,+1 913-347-5020,ChIJZwXsv1fqwIcRcV2dZIJNKqM
m15h9z8j2da3eygrcapjix8u,Dr. Roger Misasi,Pittsburg,Kansas,+1 620-308-7251,ChIJAQBwgF7Cx4cRKEoB69eYjEc
fldzpadqipj8j7t98fuyqff0,Prairie Star Functional Health and Neuropathy Pain Relief,Shawnee,Kansas,,ChIJzzUTeQORwIcRh5O3JIprBpA
gs2x93ufwhw63m4c5ec4ye92,"Amanda L. Colgan, MD",Topeka,Kansas,+1 785-235-3451,ChIJwcEyf_cCv4cROCWqQsAR9b0
nmrg65frt2c85tu7eeqibg91,"Justin M. Anderson, MD",Topeka,Kansas,+1 785-270-0070,ChIJJ1IlE4EDv4cRBEfUL2SWqBw
d6iktp7cwcloub5upd9pca5v,"Rodney Jones, M.D.",Wichita,Kansas,+1 316-733-9393,ChIJn61Rug_juocRkbqt9Rsu76M
b5zmlfo5wnrartnzdgu3p7lu,Kansas Pain Specialists,Wichita,Kansas,+1 316-686-1564,ChIJOW57her8uocRX4UNpnDmraQ
x1yu00sfnzinm9vdkgzgt7tk,Kansas Pain Specialists: Kirsch Mark A MD,Wichita,Kansas,+1 316-686-1564,ChIJOW57her8uocRgqVRA3CkQ2E
ztj7kml6gz9msmo109sxuarr,May Pain Institute,Corbin,Kentucky,+1 606-258-8185,ChIJyfTzSkggXYgRKfkdfRA3Mm0
hpgmyqo37hi7mehir0jr760b,Interventional Pain Specialists,Crestview Hills,Kentucky,+1 859-957-0700,ChIJn-2WOSu4QYgRH5uEUWm3o5I
xw8lcermhnup20p3yzqamboy,Danville Interventional Pain,Danville,Kentucky,+1 859-236-0606,ChIJu4nFZH-aQogRUn_FlsVBFIA
c96mcrtvl33rl0oef3wdjoaz,Kentucky Pain Management Services,Hazard,Kentucky,+1 606-487-0776,ChIJregDLXXIRIgR0HRsZNRHobI
ouavke68v1idv26915i2fyer,"Advanced Pain Medicine, PSC",Lexington,Kentucky,,ChIJpT_WhR1QQogRW_BxMY-QemM
c1wdoek561fqmtsbd579injh,"CSAR, PLLC, Dr. Oliver C. James, MD",Lexington,Kentucky,+1 859-264-1815,ChIJ_____6BaQogRCmHlL5juoP4
yklruriblfyxl0aroyyhugmt,Saint Joseph Pain Management,Lexington,Kentucky,+1 859-313-2212,ChIJ6x2Or1lDQogRuELRkYj7Qz4
flbd3xv74yo0vlovwagdrox7,Pain Management Medicine,Lexington,Kentucky,+1 859-275-4878,ChIJqVx9b1pDQogRlWdbmlP-Pys
pgxvmgiksz6ssiuefsnltr1u,Munawar Siddiqi,London,Kentucky,+1 859-224-9989,ChIJKQxwomrNXIgR5ip3k0I02oE
mraoc82vu1pl77w9om8mjrue,"Dr. Lawrence H. Peters, MD",Louisville,Kentucky,+1 502-366-0970,ChIJmUovqjgSaYgRT0PZJhaV_DQ
vhb2wy7ufmmvufbw0hmrpuut,"Bluegrass Bone & Joint, LLC",Louisville,Kentucky,+1 502-775-1511,ChIJq2Rzm44TaYgRZKk2ftVgZOM
w5jqn0qjnghpz0on7npeeeme,Pain Management Consultants,Louisville,Kentucky,+1 502-635-2775,ChIJbyMDmicNaYgRzkdAYlaNTtU
udagg9qqrtueq0flzg7c45k8,"Dr. Jeffrey W. Berg, MD",Louisville,Kentucky,+1 502-635-2775,ChIJbyMDmicNaYgRHFF6INIRloQ
qa4xphm5jqkizq9j2xk6k3ac,Pain Management Center-Audubon,Louisville,Kentucky,+1 502-636-7660,ChIJE03UFuEMaYgROiQnGOhyH6g
hcbxxoni0yy7lyeib7dd6gnf,"Pain Management Centers of America - Owensboro, KY",Owensboro,Kentucky,+1 270-684-5679,ChIJ1XkGDUqlb4gRz9OPULw3T3Q
lb8u0q3ehx6y5tsd1pzlkc8k,"Riley Love, MD",Paducah,Kentucky,+1 270-554-8373,ChIJjTx0MxMaeogRtxo7Jv4qVqg
lhgxzfix7tw53o5vq5t4t9ml,"Yogesh B. Malla, MD",Paducah,Kentucky,+1 270-554-8373,ChIJq5IErfAbeogR1IOmWVwqjl8
swmvgxl070p6hrgr0hbbg6cz,Eastern Kentucky Pain Management Center,Richmond,Kentucky,+1 859-626-7755,ChIJ3Xxd_Yf-QogRNbf1RaajXyA
q39xptn4oy9gg7078cjtrag1,Kramm Paul C MD,Baton Rouge,Louisiana,+1 225-757-5657,ChIJjU6P84m7JoYRvYTZIPitajE
jfdy5d8vhn1uxa84et3vx91v,Patel Samir K MD,Baton Rouge,Louisiana,+1 225-768-2475,ChIJVUBz2JLDyIARlt_5aB1adW4
ikwx89pdkj8r06nioxt4nzyp,Pain Management Dr Flag,Denham Springs,Louisiana,,ChIJZXS4efq-JoYRyF6o-pTT9pk
bhyk6w5wgiwgav9e3ifr5c7z,Advanced Pain Institute,Denham Springs,Louisiana,,ChIJqxNy0lu-JoYRXI8l-AGBqfg
mvr8e6ym8kdhd7juiyrf887s,Louisiana Specialty Institute,Lafayette,Louisiana,+1 337-233-8887,ChIJ_3MCSYqcJIYRa9j6kritcT8
xwk356oax5fjb5drog3idnbr,Urgent Care of Lafayette,Lafayette,Louisiana,+1 337-237-5781,ChIJR0D4K1icJIYROyxBfVYvusA
ts1hems8v70lwuvkiglype44,Gulf Coast Pain Institute: Lew Christopher MD,Lake Charles,Louisiana,+1 337-502-5196,ChIJrYMxgCSGO4YRW1MSKjmOLRo
n36snhgz6k9478qw5dlwrefa,Dennis Mark S Dr,Mandeville,Louisiana,+1 985-727-7275,ChIJ-Uv8MjNaJ4YRezDSU1iYHis
rkuj1tka8pgjmvhfyeqrxw4t,"Southern Pain Center, LLC",Mandeville,Louisiana,+1 985-727-7275,ChIJ-Uv8MjNaJ4YRMv2e_Jg_B6A
k6wwo6714hkyfh77orz2clgc,Pain Management Clinic,Shreveport,Louisiana,+1 318-752-7960,ChIJEVaEEivTNoYRGlMNSBrzQuc
krvaw78zbpzlvh7ae9652vlx,Louisiana Pain Physicians,Shreveport,Louisiana,+1 318-861-7246,ChIJSzq-GMksMYYRX4vltd9u5wY
m8oyqkhslfbeymh8565x8wdk,"Dr. Kathleen K. Majors, MD",Shreveport,Louisiana,+1 318-629-5505,ChIJY-Z7fUzNNoYRFxa7xjue30I
j0yae4dtag63qwzdc4n5ef5x,"Dr. Narinder Gupta, MD",Terrytown,Louisiana,+1 504-362-7246,ChIJ6WUYsQOnIIYRrNm3TFj-bxw
s34nsbpatf3wgyjtdb53g6x2,Dr. Jerry Lin,Augusta,Maine,+1 207-624-4800,ChIJ__8_sUkCskwRwltMgwASJEY
huavl9i11idntdc821b8ghkd,Dr. Jerry Lin,Augusta,Maine,+1 207-624-4800,
th5k4r8psh43y2cayzztvmqn,Eric Wise,Bangor,Maine,+1 207-942-6226,ChIJVVVBUhe1r0wRax4YJi08fGA
pu9fl1kyowni3im86gqdn9s9,"Joyce E. Niles, NP",Bangor,Maine,+1 207-942-6226,ChIJaXxHShe1r0wRng5Bgn9NEoU
be553s2sfsd5q4j0hwkasao4,"Joyce E. Niles, NP",Bangor,Maine,+1 207-942-6226,
h819nxh5o0gq9oaid0prfmb5,Eric Wise,Bangor,Maine,+1 207-942-6226,
pzv5ehnfc46rq3szyipo3bmp,Jonathan Herland Dsc MD PA - Interventional Pain Management,Caribou,Maine,+1 207-498-1394,
g051yrnklnupjecnt4q4xcl6,Jonathan Herland Dsc MD PA - Interventional Pain Management,Caribou,Maine,+1 207-498-1394,ChIJQ3ryoVu4vEwRYa5fa7YxRHU
txjwr69wqdfa3eptz735c9vx,Goodall Pain Management Center,Kennebunk,Maine,+1 207-490-7932,ChIJ2RBaidqtskwRbjOlydw-698
cl12xezcgouqfvdolw66t2tv,Goodall Pain Management Center,Kennebunk,Maine,+1 207-490-7932,
rwhhc5jjy47dqluzsrj3jp7s,Ten Rita MD Interventional Pain Management Clinic,Machias,Maine,+1 207-255-0065,ChIJQdXZTSbNqEwRt1pRfDKtjc0
ubkv7m5p75p94muxom37ofpi,Ten Rita MD Interventional Pain Management Clinic,Machias,Maine,+1 207-255-0065,
tbmmw2wsyk74ryzga3nadiv3,"Dr. Dana G. Crovo, MD",Portland,Maine,+1 207-883-5295,ChIJaX5-IJObskwRZOBp_PgP1Qc
abcgo7o1nn18jj82ydh0kl7p,"Dr. Dana G. Crovo, MD",Portland,Maine,+1 207-883-5295,
wuh8zb9qw0vz3gqvcawmeni0,Hull Stephen MD,Portland,Maine,+1 207-400-8530,ChIJgcIhRe6bskwRREi1vK74s14
ax50ph4tz4wus7j9wrm539yr,Hull Stephen MD,Portland,Maine,+1 207-400-8530,
lhgckp7b15bzgp8b8kvieyn5,"Dr. Amir S. Baig, MD",Skowhegan,Maine,+1 207-474-5121,ChIJ-6_MjVLBsUwRXQuSta7nn84
f14xun58epr32bw2jfbwuy0z,"Dr. Amir S. Baig, MD",Skowhegan,Maine,+1 207-474-5121,
xd16dvwzx2vwga2g3yr2e312,Advanced Pain Management Services,Columbia,Maryland,+1 888-600-7940,ChIJ2dywCQ7ft4kRP_69Yuy-WNo
cfmqkk1cwwjoa4hso6d28oeg,"Jeffrey Schneider, MD",Havre De Grace,Maryland,+1 443-270-7246,ChIJc-yFgOndx4kRrpdR0PDSfVo
epjo8b348osphtuob9bzoo6l,Midwest Pain & Rehabilitation: Cho Myung J MD,Unknown,Maryland,+1 605-275-3070,ChIJ7b0pwf3JjocRwp8Adij2oAE
ezjqkma38wb8e6oosogx7toy,Potomac Center for Chronic Pain Management and Wellness,Upper Marlboro,Maryland,+1 240-788-7502,ChIJb0NmjOS9t4kRJYetbgUeJ3s
us6wzxii15oqfrxv7r6z3gjv,Steward Andover Pain Management Outpatient,Andover,Massachusetts,+1 866-698-7533,
eup4ctaqgass9f046u32072m,Steward Andover Pain Management Outpatient,Andover,Massachusetts,+1 866-698-7533,ChIJkU5vlmcH44kR2qrnxhKPwYs
ljpwd30scyzbt50ybjf2x5bw,"Maher El-Khatib, MD",Attleboro,Massachusetts,+1 508-639-5321,
x6t98ahyhdkkvuzh1y75c7cl,"Maher El-Khatib, MD",Attleboro,Massachusetts,+1 508-639-5321,ChIJ3aCzXQpd5IkRnBo0sEaqABo
f41qrb4c7qr3sd7vh82ia90f,Steward Pain Management,Brighton,Massachusetts,+1 617-789-3023,ChIJlbipEex544kR-4pLx_8Jens
sljf2h2gbeb8dt9ttp4r6t8y,"Frederic J. Gerges, MD",Brighton,Massachusetts,+1 617-789-3000,ChIJg84LcG9544kRMyRDoR_picQ
z6d03jfermnace3i3de9ciox,"Frederic J. Gerges, MD",Brighton,Massachusetts,+1 617-789-3000,
dbkxdvg1b7408xfnjbnwntor,Steward Pain Management,Brighton,Massachusetts,+1 617-789-3023,
uljq26uela9bqsk1mtocvy2t,"Saint Anne's Hospital Center for Pain Management, North Dartmouth",Dartmouth,Massachusetts,+1 508-675-5640,
z11p1o879s2d986nzt4yxsjk,"Christopher Stowe, MD",Dartmouth,Massachusetts,+1 508-675-5640,ChIJqWtzjULl5IkRTTy4D0Miy9A
v44g6bycmti4t5v3nhw32jwg,"Saint Anne's Hospital Center for Pain Management, North Dartmouth",Dartmouth,Massachusetts,+1 508-675-5640,ChIJ90w3jGTl5IkRYNjJOI3d_Mg
e6elm8p1jhttmr06fvtn9svm,"Christopher Stowe, MD",Dartmouth,Massachusetts,+1 508-675-5640,
ywjeu7he6hzz8s1wswq8zg6c,"Humayon Khan, MD",Dorchester Center,Massachusetts,+1 617-296-7246,
jcm5s5bhzlzh06h1i7a6m4ry,"Humayon Khan, MD",Dorchester Center,Massachusetts,+1 617-296-7246,ChIJg_MV2xx_5IkR2u-aZVCgatY
xqiw1iwbvrfqthaggohsdvjw,SV Pain management,East Longmeadow,Massachusetts,+1 413-224-2727,
z1uij2ktc67gvsrnfhy81t92,SV Pain management,East Longmeadow,Massachusetts,+1 413-224-2727,ChIJy3aUcvLl5okRkGnXPxkyLNU
moiu7nx2to149vznh3g32ejs,"Dr. Roberto F. Feliz, MD",Hyde Park,Massachusetts,+1 617-361-2166,ChIJVVVVVfF-44kRZlZaHBpoPBU
qcwfhro6lp6f3oozo4m5vql6,"Dr. Roberto F. Feliz, MD",Hyde Park,Massachusetts,+1 617-361-2166,
xmg9xczckwuybb6xnmcgfhmj,"Dr. Christopher C. Wenger, MD",Mission Hill,Massachusetts,+1 877-651-7246,ChIJ32as5YR544kRI9wRzKqLyT0
ndob52urs86c725xbqw3bo2w,"Dr. Christopher C. Wenger, MD",Mission Hill,Massachusetts,+1 877-651-7246,
vjx0fgbpvscuku5mt3wshs8r,Bay State Pain Associates Clinic Norfolk MA,Norfolk,Massachusetts,+1 508-403-4999,
s7h3yh0en5rzglugwxy3t8vu,Bay State Pain Associates Clinic Norfolk MA,Norfolk,Massachusetts,+1 508-403-4999,ChIJUcn01cx75IkR3b9xewG4Qi4
vw3hn02zzfxvfhwpegszjvpb,Pain Relief Center of Cape Cod,South Dennis,Massachusetts,+1 508-394-4847,
zg2nruprg7gsy04a3cmpmbe9,Pain Relief Center of Cape Cod,South Dennis,Massachusetts,+1 508-394-4847,ChIJpb_Kci45-4kRBFfuyATUD98
o2bi8j1lhi350iu4bpetiezk,Blake Spine Care & Pain Management,Stoneham,Massachusetts,+1 781-590-4000,ChIJK8SA90Bz44kRQk9ah3lrOqk
q0z0bqb90wn7fi25eokxotr0,Blake Spine Care & Pain Management,Stoneham,Massachusetts,+1 781-590-4000,
krhtmojtxyz0dl1rh9bq9jj6,Southbridge Interventional Pain Clinic,Sturbridge,Massachusetts,+1 508-347-9111,
xs96bfik3gozjajfeqfm0bqt,ASHRAF FARID,Sturbridge,Massachusetts,+1 508-374-9111,
edjh6twwhw1a9frld2k97zn3,ASHRAF FARID,Sturbridge,Massachusetts,+1 508-374-9111,ChIJ__9z7zqi5okR-arO2DMQBxs
dsuvlx9tdyjlbqirm4fwvmly,Southbridge Interventional Pain Clinic,Sturbridge,Massachusetts,+1 508-347-9111,ChIJoaMn5jqi5okR64MpMPT2v1g
ha8oh588ojin9rpqt9qvws3x,"Eric Dominguez, MD",Swansea,Massachusetts,+1 508-675-5640,
tno1wdjd43smm5eifu17d08z,"Eric Dominguez, MD",Swansea,Massachusetts,+1 508-675-5640,ChIJxflJ4Y1X5IkRIH0_ov_v7Fw
qz15lfkyxu39fgpholw2540e,"Dr. Bijan N. Niaki, MD",Taunton,Massachusetts,+1 508-824-1259,ChIJn-_LfqmM5IkR1qBSC7qwaAI
vlyq8s9uxuj250b49nd5qk6i,"Dr. Bijan N. Niaki, MD",Taunton,Massachusetts,+1 508-824-1259,
fcrabjy2p5cr3xz6si3xvpd1,"Dr. Joanne J. OH, MD",Woburn,Massachusetts,+1 781-756-7120,
kek99b0jeargugjvu0r6wjsl,"Dr. Joanne J. OH, MD",Woburn,Massachusetts,+1 781-756-7120,ChIJRe9Y4MV044kRAu3sHIJgy-k
ey51htjiqq5e1bvk3geji5vb,Dr kumar pain clinic,Worcester,Massachusetts,+1 508-752-7464,
yw7drwbxfugguxsl0q60cnke,Dr kumar pain clinic,Worcester,Massachusetts,+1 508-752-7464,ChIJQThBZAoH5IkRHsXuWNd-S1s
julc0ni8eczhwv9vtb1mclb5,Haladjian Razmig A MD,Dearborn Heights,Michigan,+1 313-565-6782,ChIJq4XM_os1O4gRk2CXVYTcWMk
nxftcm50xuw7d0gppahrqn5x,DMC Interventional Pain Management Clinic,Detroit,Michigan,+1 313-966-7246,ChIJLaJ7FLjTJIgRGtV4A0K9DkE
jvb8ncrtmz4f84johc67j0ce,"Dr. Zachary King, MD",Detroit,Michigan,+1 313-745-3251,ChIJFTvQmystO4gRqzl8-TLbtvU
xzxtqdzwd61jyfcgf71zcf86,"Dr. James C. Culver, MD",Flint,Michigan,+1 810-720-8900,ChIJv0sfjpl3I4gR_slnv5b7qIo
ownioh3nvh6hm4ipr8l2ussx,"Pain MD, PLLC",Flint Twp,Michigan,+1 810-230-7400,ChIJbZ83zVqdI4gRi90nyUSxbwU
g3a90miom5grlrq5e89uk2a8,Total pain care and rehabilitation,Grosse Pointe,Michigan,+1 313-885-2334,ChIJq6rWmNUpJYgR0P_4s61EhpI
sdub0d5w173u2nefjtaveuua,"American Center for Pain Management, PLLC and GYN Health",Southfield,Michigan,+1 248-327-6105,ChIJi9vR3zbJJIgRTYdcjKCTk0A
xzsc33b6lz4q2ey56ith7qx7,Advanced Pain Center,Waterford Twp,Michigan,+1 248-742-1638,ChIJ7ztK6rG9JIgR1jgMXN9XBlc
aijl3knf3w89bsgi5swu0q2d,metro mn pain,Brooklyn Center,Minnesota,+1 763-951-2308,ChIJq6r67hwxs1IRjzR_V07E3FM
aq3bjqck8ni2cu66cgfgu56l,"Dr. James V. Anderson, MD",Coon Rapids,Minnesota,+1 763-537-6000,ChIJb_-1GIQ8s1IRIea_Ak_aUKU
khi1f63izvsq8e9iuzxufhtb,"Dr. Hal B. Heyer, MD",Duluth,Minnesota,+1 218-728-8548,ChIJVWp9VNZSrlIReOjGYCYFDgg
juzwdnj9ebmq7f3dxsr4zmqu,MINNESOTA PAIN MANAGEMENT,Howard Lake,Minnesota,+1 612-432-9884,ChIJk2H29e63tFIR8WEEQMLieFY
hqml5wggbkfa3xwksxc10alq,Pain & Injury Center PLLC,Minneapolis,Minnesota,+1 612-886-1562,ChIJrd9SHJcys1IR-c-hCHRFe3Y
bxccd4bd5oanx28ehy22t1nq,Minnesota Radiology: Starchook Constantin MD,Minneapolis,Minnesota,+1 952-853-7226,ChIJB-VYpQ8k9ocRLkMuzePT7yI
c04bzhptjs5i8rm4rk136172,Dr. Rohaan Mehta,Robbinsdale,Minnesota,+1 763-520-2828,ChIJe398u8Mzs1IRF5_MxIRH3k4
becsu3q78xmbkdo5k1d77qhq,Minnesota Society of Interventional Pain Physicians,St Paul,Minnesota,+1 612-280-8998,ChIJVVVVVdoqs1IRvIN16ZrxsLs
cdiftkfhlzt2jb8rkf3h3in0,Minnesota Pain & Wellness,St Paul,Minnesota,+1 651-917-0667,ChIJ2V6Y8Q8q9ocRN5cM4GufBMM
jjjdxq4z3yyfb2nxodbllrp6,Pain Management,Bay St Louis,Mississippi,,ChIJIYEkTJItnIgRzQY2OPF4Dfw
rzu53un5u52s5oxdblbzepsg,"Dr. M. Cody Scarbrough, MD",Corinth,Mississippi,+1 662-284-8565,ChIJI6Bf39CDf4gRYL_Nr6op9dg
ethh4ps61edlws8r50pltthi,Interventional Spine & Sports Institute,Ellisville,Mississippi,+1 601-550-3436,ChIJ_wtNOGE1g4gR_ABtvbVplM0
atkp4l3369kqo92c3di7xfaf,Methodist Pain Management,Flowood,Mississippi,+1 601-932-0238,ChIJW3tqluMsKIYRbWBAu6-KN08
sftl0argfzv9fct3gqxld8cr,Comprehensive Pain Specialists,Flowood,Mississippi,+1 601-420-2040,ChIJvU9-878sKIYRyC8CxzZxldE
qq7q4wv9x0w54knhh343j2b2,Greenville Nopain Clinic,Greenville,Mississippi,,ChIJae79zD_tK4YRt6gn5m0GLLM
qh08irqsafdslnjv4w3zx6kt,Greenwood Pain Clinic,Greenwood,Mississippi,+1 662-459-2676,ChIJfaWoMSVsKoYR2exMdri75cI
g1jfa0uh95nlhrpixwo64pho,"Dr. Shawn X. Mei, MD",Gulfport,Mississippi,+1 228-284-1642,ChIJt0DGKvQVnIgRZAIScpaCIvc
fnlpah544ifeojkgdzbrlnrh,Gulf Coast Interventional Pain Management,Gulfport,Mississippi,+1 228-284-1642,ChIJDYVk2PkVnIgR7-7Hi6TJIF0
fgjs9x3j3v30utssdbxsdx71,Coastal Chronic Pain Services,Gulfport,Mississippi,+1 228-831-0050,ChIJXSChK_gVnIgRZmmsj3pVFDk
j17tc595q7908zv6d5dje5k8,Dix Brian R Do,Gulfport,Mississippi,+1 228-831-0050,ChIJXSChK_gVnIgRbq4QTJFYHsE
wdaeznasrmav820f9g92o7kz,"Physicians' Pain and Spine Specialists, PLLC",Gulfport,Mississippi,+1 228-357-5464,ChIJNVUR-50VnIgRE_tVmbqwcXY
qo2xyb7v8eqmz6k66fqzfqly,"Dr. Kent T. Overmyer, MD",Gulfport,Mississippi,+1 228-831-0050,ChIJXSChK_gVnIgRCMC9bRakJiQ
bir48ibe4q63q84dg3fp248l,"Dr. Joe Y. Kim, MD",Hattiesburg,Mississippi,+1 601-288-7230,ChIJLRsNYprenIgRl0ue20Yrpoo
zigf4qpe1djxbipeup9jepio,"Dr. Anesh P. Rugnath, MD",Jackson,Mississippi,+1 601-984-5900,ChIJizwC3OgyKIYRlyplbXvLe3I
pfg22t488w6n21ir9rlplnqd,"Dr. Rex B. Williams, MD",Jackson,Mississippi,+1 601-420-2040,ChIJC1Ae6JQsKIYREM5lX1ldmJU
i7pykahbmfikxafaaqnlgzeo,Pain Management Consultants,Jackson,Mississippi,+1 601-982-4644,ChIJDRl_eb0yKIYR43aHiOENGvE
wdhp4jmdqfeipst8lztysb4g,Mc Comb Nopain Clinic,McComb,Mississippi,+1 601-250-1055,ChIJ1T1jox64J4YR13eDD0nVMkM
vinpx9u59qi1jfycvszofcpo,Auzenne Pain Institute,Meridian,Mississippi,+1 601-286-5477,ChIJz2XvAMV9hIgR8yHCrFo3qV0
itljjyhym8128j2b1h0qhe6f,"Robert B. Burns, MD",Pascagoula,Mississippi,+1 228-822-6041,ChIJebOd_ebom4gRNN1R8KejX_g
a6o6nu9zy9yw7lhvveq1loy4,"Dr. Dennis D. Mccoy, MD",Southaven,Mississippi,+1 662-349-2659,ChIJTXcaTeGJf4gRiv4aT-ri1T8
hrzf5dx8h38dsn9500jhlxv3,Pain Medicine Clinic,Vicksburg,Mississippi,+1 601-883-5180,ChIJVUbwOt4dKYYRpruKG4s6-FQ
