Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
us,national spine and pain center,,,,,,480,29,0.00,0.00,75800000,Navigational,"Image, Related Searches, Local Pack, Site Links","0.07,0.03,0.00,0.00,0.03,0.00,0.24,0.00,0.00,0.24,0.00,0.00",20,,
us,dr koval,,,,,,480,17,3.64,0.05,2380000,Commercial,"Image Pack, Site Links, Video, Related Searches, Local Pack","0.66,1.00,0.81,1.00,0.81,0.66,0.81,1.00,0.81,0.81,1.00,0.81",20,,
us,aurora racine wi,,,,,,480,23,4.01,0.05,2760000,"Informational, Transactional","Knowledge Panel, Video, Image, Related Searches","0.54,0.36,0.81,1.00,1.00,0.66,0.54,0.81,0.66,0.81,1.00,0.54",70,,
us,lafayette pain care,,,,,,590,0,2.64,0.04,7220000,"Navigational, Commercial","Local Pack, Site Links, Video, Image, Related Searches","0.66,0.66,0.81,0.81,0.81,0.66,0.66,0.81,0.81,0.66,0.81,0.66",,,
us,dr sykes,,,,,,480,30,0.00,0.00,21100000,Commercial,"Local Pack, Image Pack, Video, Video Carousel, People Also Ask, Related Searches","0.54,0.67,0.67,0.67,0.54,0.54,0.54,0.67,0.54,0.54,0.67,0.44",75,,
us,trident pain management,,,,,,480,39,5.97,0.05,1510000,Navigational,"Image, People Also Ask, Related Searches, See Results About, Local Pack, Site Links, Video","0.66,0.81,0.66,0.66,0.54,0.54,0.66,0.66,0.66,0.81,1.00,0.66",20,,
us,redefine healthcare edison,,,,,,480,13,4.39,0.40,148000,Informational,"Adwords Top, Adwords Bottom, People Also Ask, Related Searches, Knowledge Panel, Site Links, Video, Image","0.36,0.45,0.30,0.55,0.45,0.45,0.13,0.36,0.36,0.30,0.20,0.16",20,,
us,the pain center,,,,,,590,0,0.00,0.00,1180000000,"Navigational, Commercial","Video, Image, Related Searches, Local Pack, Site Links","0.20,0.20,0.20,0.16,0.16,0.16,0.36,0.54,0.20,0.13,0.13,0.10",,,
us,wellspring culpeper va,,,,,,480,30,2.38,0.08,8350,Navigational,"Local Pack, Site Links, Image, Related Searches","0.36,0.36,0.24,0.30,0.30,0.24,0.24,0.30,0.30,0.30,0.30,0.30",20,,
us,pain management dothan al,,,,,,480,13,1.33,0.13,290000,Commercial,"Knowledge Panel, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.66,0.81,0.81,1.00,0.81,0.66,0.81,0.66,0.54,0.66,1.00,0.54",70,,
us,compass pain and wellness,,,,,,480,32,2.53,0.16,4650000,Navigational,"Knowledge Panel, Site Links, Video, Related Searches","0.12,0.19,0.19,0.54,0.54,0.54,1.00,0.81,0.81,1.00,0.81,0.67",20,,
us,minnesota head and neck pain clinic,,,,,,590,29,0.00,0.00,4810000,"Navigational, Commercial","Local Pack, Site Links, Image, Related Searches","0.08,0.10,0.08,0.10,0.10,0.13,0.10,0.13,0.13,0.10,0.10,0.10",20,,
us,olympia neurological institute,,,,,,480,30,0.00,0.00,155000,"Navigational, Commercial","Related Searches, Short Videos, Local Pack, Site Links, Video, Image, Video Carousel, People Also Ask","0.04,1.00,0.54,0.81,0.81,0.54,1.00,0.66,0.81,1.00,1.00,0.66",20,,
us,southside pain birmingham,,,,,,590,33,2.94,0.02,195000,Navigational,"Knowledge Panel, Site Links, People Also Ask, Related Searches","0.67,0.13,1.00,1.00,1.00,0.36,0.20,0.05,0.55,0.13,0.10,0.05",20,,
us,trident pain center,,,,,,480,38,3.14,0.08,1700000,"Navigational, Commercial","Local Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.54,0.81,0.67,0.67,0.54,0.54,0.54,0.54,0.44,0.54,0.67,0.54",20,,
us,back pain treatment montgomery al price,,,,,,480,2,0.00,0.00,1450000,Transactional,"Site Links, Video, Image, People Also Ask, Related Searches, AI Overview",1.00,20,,
us,insight dearborn,,,,,,480,15,1.91,0.08,1450000,Commercial,"Site Links, Video, Image, Related Searches, Local Pack","0.66,0.66,0.54,0.66,0.66,0.81,0.66,0.81,0.66,0.66,1.00,0.66",20,,
us,pain management clarksville tn,,,,,,480,37,1.70,0.29,441000,Commercial,"People Also Ask, Related Searches, Local Pack, Site Links, Image","0.81,0.66,0.81,0.81,0.81,0.66,0.66,0.54,0.66,0.66,0.54,0.54",20,,
us,primmed,,,,,,480,0,0.85,0.02,49500,Navigational,"Related Searches, Knowledge Panel, Site Links, Video, Adwords Top, Adwords Bottom, People Also Ask","0.66,1.00,1.00,1.00,0.81,1.00,1.00,0.81,0.66,0.81,1.00,0.66",,,
us,aa spine,,,,,,480,0,3.32,0.03,68100000,Navigational,"People Also Ask, Related Searches, Local Pack, Site Links, Video","0.44,0.54,0.67,0.67,0.67,0.67,0.54,0.67,0.67,0.54,0.44,0.44",,,
us,pain management 360,,,,,,480,2,0.00,0.02,112000000,Navigational,"Knowledge Panel, Video, People Also Ask, Related Searches","0.66,0.66,0.66,0.66,0.54,0.66,0.54,0.81,0.66,0.66,1.00,0.66",70,,
us,commonwealth pain,,,,,,480,30,3.10,0.11,30500000,Navigational,"Image, Related Searches, Local Pack, Site Links, Video","0.54,0.81,0.54,0.54,0.54,0.54,0.54,0.66,0.66,0.54,1.00,0.66",20,,
us,flex institute shreveport,,,,,,480,35,0.00,0.01,81800,Navigational,"Related Searches, Local Pack, Site Links, Video, People Also Ask","0.00,0.00,0.02,0.13,0.08,0.13,0.36,0.55,0.67,1.00,1.00,0.76",20,,
us,blake christensen pain management,,,,,,480,25,5.79,0.03,498000,Navigational,"Local Pack, Image Pack, Site Links, Video, People Also Ask, Related Searches","0.23,0.44,0.66,0.66,1.00,0.66,0.29,0.81,0.66,0.66,0.66,0.66",20,,
us,sore knee from driving,,,,,,480,6,0.88,0.07,24300000,Informational,"Discussions And Forums, AI Overview, Site Links, Video, Image, People Also Ask, Related Searches","0.45,0.10,0.20,0.05,1.00,0.67,0.67,0.08,0.45,0.36,0.45,0.02",20,,
us,manhattan restorative health sciences,,,,,,480,33,1.82,0.23,281000,Navigational,"Site Links, Video, Image, People Also Ask, Related Searches, Knowledge Panel","0.44,0.54,0.81,0.66,0.81,0.44,0.66,1.00,0.54,0.54,0.54,0.29",20,,
us,coastal bend pain management,,,,,,480,29,0.00,0.03,935000,Navigational,"Knowledge Panel, Site Links, People Also Ask, Related Searches","0.54,0.81,0.54,0.67,0.67,0.67,0.44,0.67,0.67,0.67,0.54,0.54",20,,
us,kansas spine and specialty hospital wichita,,,,,,480,33,2.03,0.05,79700,Navigational,"Knowledge Panel, Site Links, Video, Image, People Also Ask, Related Searches","1.00,0.24,0.67,0.67,0.55,0.10,0.00,0.30,0.30,0.30,0.30,0.45",20,,
us,wellspring pain solutions,,,,,,480,13,2.52,0.05,426000,Navigational,"Site Links, Video, Image, People Also Ask, Related Searches, Local Pack","0.66,0.66,0.66,0.81,1.00,0.66,0.81,0.81,0.81,0.54,0.66,0.54",20,,
us,dynamic health carolinas,,,,,,390,30,1.60,0.04,638000,Navigational,"Video, Image, People Also Ask, Related Searches, Knowledge Panel, Site Links","0.28,0.18,0.54,0.66,0.66,0.81,0.81,0.66,0.81,1.00,0.81,0.66",20,,
us,pain management bowling green ky,,,,,,390,17,2.74,0.14,612000,Commercial,"Site Links, Video, Image, People Also Ask, Related Searches, Local Pack","0.54,1.00,1.00,0.36,0.36,0.54,0.29,0.66,0.19,0.44,0.23,0.36",20,,
us,600 broadway seattle wa 98122,,,,,,390,15,0.00,0.03,146000,Commercial,"Site Links, Image, Related Searches","0.26,0.26,0.39,0.39,0.32,0.48,0.21,0.32,0.21,0.32,1.00,0.26",20,,
us,pain and spine physicians,,,,,,390,44,0.00,0.00,47200000,Commercial,"Local Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.32,0.39,0.32,0.32,0.32,0.39,0.32,0.48,0.39,0.39,0.39,0.32",20,,
us,premier pain solutions,,,,,,720,42,0.00,0.00,35600000,"Navigational, Commercial","Video, Related Searches, Local Pack, Site Links","1.00,0.08,0.07,0.08,0.07,0.07,0.07,0.03,0.20,0.16,0.10,0.10",20,,
us,pain and spine specialists of idaho idaho falls id,,,,,,390,12,2.60,0.07,204000,Transactional,"Video, Image, Related Searches, Local Pack, Site Links","0.35,0.28,0.44,0.18,1.00,1.00,1.00,0.28,0.23,0.81,1.00,0.81",20,,
us,interventional pain consultants,,,,,,390,11,0.00,0.00,3310000,Commercial,"Image, Video Carousel, Related Searches, Local Pack, Site Links, Video","0.17,0.32,0.32,0.26,0.32,0.32,0.32,0.39,0.39,0.48,0.48,0.59",20,,
us,excelsia injury care locations,,,,,,390,13,3.85,0.21,16000,Navigational,"People Also Ask, Related Searches, Local Pack, Image","0.66,1.00,0.81,0.81,0.81,1.00,0.81,0.81,0.66,0.66,0.81,0.81",90,,
us,peninsula pain,,,,,,390,13,3.38,0.02,19100000,Commercial,"Local Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.44,0.44,0.44,1.00,0.66,0.66,0.54,0.81,0.44,0.81,0.66,0.66",20,,
us,pain management evansville indiana,,,,,,390,26,3.08,0.13,562000,Commercial,"Related Searches, Local Pack, Video, Image, People Also Ask","0.66,0.66,0.81,1.00,0.81,0.66,0.66,0.66,0.54,0.54,0.54,0.54",90,,
us,dr blake christensen okc,,,,,,390,22,5.79,0.03,8150,Navigational,"Knowledge Panel, Site Links, People Also Ask, Related Searches","0.81,0.81,1.00,1.00,1.00,1.00,0.66,0.81,0.66,0.81,0.81,0.81",20,,
us,tidelands health market common,,,,,,390,28,2.53,0.04,59900,"Informational, Navigational","Local Pack, Video, People Also Ask, Related Searches","0.32,0.48,0.17,0.11,0.11,0.39,0.48,0.59,0.48,0.48,0.59,0.48",90,,
us,antigo aspirus clinic,,,,,,390,31,0.29,0.01,16500,"Informational, Transactional","Knowledge Panel, Image, Related Searches","0.44,0.54,0.44,0.81,0.81,0.66,0.54,0.66,0.66,0.66,0.66,0.28",70,,
us,huntsville pain management,,,,,,390,19,1.73,0.20,1740000,Navigational,"Discussions And Forums, Local Pack, Site Links, Image, People Also Ask, Related Searches","0.44,0.54,0.54,0.66,0.66,0.66,0.66,1.00,0.54,0.66,0.66,0.44",20,,
us,pain treatment center of america,,,,,,390,50,0.00,0.00,382000000,Navigational,"Local Pack, Site Links, Video, Image, Related Searches","0.16,0.20,0.20,0.20,0.20,0.20,0.20,0.25,0.20,0.20,0.20,0.13",20,,
us,ptcoa,,,,,,390,40,2.14,0.06,580000,Navigational,"People Also Ask, Related Searches, Local Pack, Site Links, Video","0.54,0.66,0.44,0.54,0.54,0.54,0.66,0.66,0.66,0.66,0.66,0.66",20,,
us,castle rock medical center wyoming,,,,,,480,0,0.00,0.01,870000,Navigational,"Site Links, People Also Ask, Related Searches, Knowledge Panel","0.45,0.13,0.03,0.20,1.00,0.67,0.67,0.08,0.24,0.67,0.08,0.03",,,
us,physician partners of america - pain relief group,,,,,,390,33,0.00,0.00,4100000,"Navigational, Commercial","Video, People Also Ask, Related Searches, Local Pack, Site Links","0.32,0.32,0.26,0.32,0.32,0.32,0.39,0.39,0.39,0.48,0.48,0.39",20,,
us,montana advanced pain and spine,,,,,,390,25,0.56,0.09,1200000,"Navigational, Commercial","Video, Image, People Also Ask, Related Searches, Local Pack, Site Links","0.66,0.66,0.66,0.66,0.81,0.81,0.66,1.00,0.81,0.81,0.81,0.81",20,,
us,innovative pain care center,,,,,,390,35,0.00,0.00,101000000,Navigational,"Knowledge Panel, Local Pack, Site Links, Video, Image, Related Searches","0.03,0.02,0.01,0.01,0.01,0.03,0.02,0.44,0.02,0.10,0.13,0.02",20,,
us,blue ridge pain management associates,,,,,,390,38,0.00,0.04,1330000,"Navigational, Commercial","Local Pack, Site Links, Image, People Also Ask, Related Searches","0.54,0.54,0.44,0.66,0.54,0.66,0.54,0.54,0.66,0.44,0.66,0.66",20,,
us,pain management jonesboro ar,,,,,,390,23,2.80,0.11,205000,Commercial,"Local Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.54,0.81,0.66,0.81,1.00,1.00,1.00,1.00,0.81,1.00,1.00,0.66",20,,
us,bernard hsu,,,,,,390,25,0.00,0.00,11500000,Informational,"Image Pack, Video, People Also Ask, Related Searches","0.20,0.20,0.30,0.30,0.36,0.24,0.24,0.30,0.36,0.36,0.45,0.45",75,,
us,dr grossinger,,,,,,390,18,1.31,0.04,62100,Commercial,"People Also Ask, Related Searches, See Results About, Local Pack, Image Pack, Site Links, Video","1.00,0.81,0.54,1.00,0.81,0.66,1.00,1.00,1.00,1.00,1.00,0.81",20,,
us,florida pain management institute,,,,,,390,25,0.00,0.00,54900000,"Navigational, Commercial","Site Links, Video, People Also Ask, Related Searches, Local Pack","0.44,0.44,0.54,0.54,0.54,0.44,0.23,0.36,0.81,1.00,0.44,0.81",20,,
us,aa spine and pain anchorage ak,,,,,,390,24,3.32,0.03,17100,Navigational,"Knowledge Panel, Site Links, Image, People Also Ask, Related Searches","0.30,0.13,0.24,0.16,0.36,0.45,0.45,0.13,0.24,0.45,0.36,0.36",20,,
us,shasta orthopedics redding california,,,,,,390,36,0.00,0.00,11200,Navigational,"Local Pack, Site Links, Image, Related Searches","0.32,0.21,0.48,0.59,0.32,0.26,0.59,0.21,0.17,0.32,0.72,0.72",20,,
us,pain management montgomery al,,,,,,390,3,1.85,0.20,12100000,Commercial,"Image, People Also Ask, Related Searches, Local Pack, Site Links, Video","0.66,0.81,0.81,0.44,0.44,0.44,0.81,0.81,0.81,1.00,0.81,0.66",20,,
us,integrity pain and wellness,,,,,,390,27,2.50,0.24,201000000,"Navigational, Commercial","Image, Related Searches, Local Pack, Site Links, Video","0.36,0.54,0.44,0.54,0.54,0.54,0.44,0.54,0.36,0.54,0.44,0.36",20,,
us,spinal interventions provo,,,,,,390,6,3.00,0.32,16200,Navigational,"Video, Image, Related Searches, Knowledge Panel","0.66,0.66,0.66,1.00,0.81,1.00,0.81,0.54,0.66,0.66,0.66,0.66",70,,
us,susquehanna pain management,,,,,,480,0,2.54,0.06,242000,"Navigational, Commercial","Local Pack, Site Links, Video, People Also Ask, Related Searches","0.81,0.81,0.81,0.81,0.66,0.66,0.66,0.81,0.66,0.81,0.66,0.81",,,
us,mays and schnapps,,,,,,390,0,0.55,0.11,14600,Navigational,"Knowledge Panel, Site Links, Related Searches","0.54,0.81,0.66,0.66,0.54,0.29,0.66,0.36,0.19,0.23,0.29,0.81",,,
us,epiphany dermatology jackson wy,,,,,,390,21,21.52,0.20,2150,"Informational, Navigational","Knowledge Panel, Site Links, Image, Related Searches","0.66,0.81,0.66,0.66,0.81,0.81,0.81,1.00,0.66,1.00,1.00,0.66",20,,
us,space city pain specialists,,,,,,390,32,2.20,0.08,43200000,Navigational,"Knowledge Panel, Site Links, People Also Ask, Related Searches","1.00,1.00,0.66,0.44,0.66,0.44,0.35,1.00,0.81,0.66,0.66,0.81",20,,
us,bismarck surgical associates,,,,,,390,29,0.00,0.04,48300,Navigational,"Related Searches, Knowledge Panel, Image Pack, Site Links, Image, People Also Ask","0.81,0.81,0.66,0.81,0.66,0.66,0.66,0.66,0.54,0.81,0.81,0.66",20,,
us,pain consultants of atlanta,,,,,,390,22,1.43,0.06,1830000,Navigational,"Knowledge Panel, Site Links, Image, Related Searches","0.67,0.81,0.81,0.67,0.44,0.36,0.36,0.36,0.29,0.44,0.29,0.19",20,,
us,atlas pain,,,,,,390,27,0.00,0.00,93900000,Navigational,"Local Pack, Site Links, Video, Video Carousel, Related Searches, Discussions And Forums","0.16,0.24,0.20,0.30,0.24,0.36,0.16,0.16,0.36,0.36,0.36,0.36",20,,
us,sycamore pain and wellness,,,,,,320,14,0.00,0.00,310000,"Navigational, Transactional","Video, Image, Related Searches, Knowledge Panel, Site Links","0.35,0.44,0.54,0.66,0.66,0.81,0.81,0.54,0.66,0.66,0.66,0.81",20,,
us,cooper pain management,,,,,,390,12,1.53,0.20,47200000,Navigational,"People Also Ask, Related Searches, Local Pack, Video, Image, Video Carousel","0.81,0.44,0.81,0.44,0.66,0.81,0.81,1.00,0.81,1.00,0.81,0.44",90,,
us,ubylee,,,,,,390,42,0.00,0.01,19100,Navigational,"Site Links, Video, Image, Related Searches, Knowledge Panel","0.81,0.81,0.66,0.54,0.44,0.54,0.54,0.54,0.54,0.44,0.44,0.44",20,,
us,southern pain and spine specialists,,,,,,390,26,0.00,0.00,2700000,"Navigational, Commercial","Image, Related Searches, Local Pack, Site Links, Video","0.19,0.54,0.36,0.44,0.44,0.54,0.81,0.54,0.44,0.66,0.54,0.81",20,,
us,visual analog pain,,,,,,480,45,0.00,0.05,11700000,Informational,"Video, Image, People Also Ask, Related Searches, Things To Know, Discussions And Forums, AI Overview, Knowledge Panel","0.55,0.10,1.00,0.16,0.10,0.04,0.30,0.06,0.13,1.00,0.06,0.16",70,,
us,ucsf pain management,,,,,,390,28,2.70,0.04,4880000,Navigational,"Knowledge Panel, Site Links, Video, Image, People Also Ask, Related Searches","0.54,0.81,0.81,0.81,0.81,0.54,0.54,0.81,0.66,0.81,0.81,0.66",20,,
us,midwest pain clinic,,,,,,480,27,0.00,0.00,3550000,"Navigational, Commercial","Local Pack, Site Links, Video, Image, Related Searches","0.67,0.67,0.36,0.67,0.36,0.30,0.24,0.24,0.10,0.36,0.30,0.08",20,,
us,dynamic pain management,,,,,,390,33,2.91,0.09,103000000,Commercial,"Video, Image, People Also Ask, Related Searches, Discussions And Forums, Local Pack","0.81,0.81,0.81,0.81,1.00,0.66,0.81,0.66,0.44,0.66,0.54,0.44",90,,
us,belinga clinic,,,,,,390,18,0.00,0.00,8850,Navigational,"Knowledge Panel, Site Links, People Also Ask, Related Searches","0.54,0.81,0.54,1.00,0.81,0.66,0.44,0.44,0.44,0.36,0.66,0.44",20,,
us,paincare florida,,,,,,390,19,1.76,0.29,415000,"Navigational, Commercial","Local Pack, Site Links, Video, Image, Related Searches","0.07,0.29,0.29,0.29,1.00,0.44,0.15,0.36,0.67,1.00,0.36,0.81",20,,
us,commonwealth pain management,,,,,,390,0,1.97,0.15,16400000,Navigational,"Local Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.44,0.54,0.66,0.66,0.66,0.66,0.66,0.66,0.81,0.81,1.00,0.81",,,
us,trinity pain center,,,,,,390,26,1.81,0.03,15400000,Commercial,"People Also Ask, Related Searches, Local Pack, Site Links, Video, Image","0.54,0.81,0.81,0.66,0.81,0.81,0.66,1.00,1.00,1.00,0.81,1.00",20,,
us,201 n mayfair rd,,,,,,320,17,0.00,0.01,1300000,Navigational,"Site Links, Video, Image, Related Searches","0.32,0.32,0.48,0.48,0.21,0.39,0.32,0.26,0.26,0.32,0.32,0.32",20,,
us,120 spalding dr naperville il 60540,,,,,,320,21,0.00,0.04,10200,Informational,Related Searches,"0.35,0.28,0.44,0.18,0.23,1.00,0.81,0.23,0.23,0.54,0.81,0.81",90,,
us,excela square at latrobe,,,,,,390,20,2.16,0.04,10600,Navigational,"Related Searches, Knowledge Panel, Site Links, Video, Image, People Also Ask","0.67,0.19,0.05,0.81,0.81,1.00,0.44,0.67,0.19,0.15,0.10,0.19",20,,
us,great lakes pain management,,,,,,320,6,2.45,0.05,10300000,Commercial,"Site Links, Video, Image, Related Searches, See Results About, Local Pack","0.43,0.53,0.82,1.00,1.00,1.00,0.82,0.82,0.82,0.66,0.82,1.00",20,,
us,musc rutledge tower charleston sc,,,,,,390,13,3.43,0.01,14200,"Informational, Transactional","Image, People Also Ask, Related Searches, Knowledge Panel, Image Pack, Video","0.76,0.24,0.36,0.20,0.20,0.20,0.30,0.30,0.30,0.24,0.20,0.30",70,,
us,new england neurological lawrence ma,,,,,,320,23,1.71,0.01,1620000,Transactional,"Local Pack, Image, People Also Ask, Related Searches","0.13,0.16,0.16,0.16,0.20,0.13,0.13,0.16,0.25,0.20,0.25,0.20",90,,
us,clearway pain solutions maryland,,,,,,320,25,0.00,0.00,26600,"Navigational, Transactional","Image, Adwords Bottom, Related Searches, Local Pack, Video","0.82,0.82,0.82,1.00,0.82,0.82,0.82,0.82,0.66,0.66,0.66,0.66",90,,
us,pain management hattiesburg ms,,,,,,320,26,1.30,0.20,194000,Commercial,"Related Searches, Local Pack, Site Links, Video, Image","0.82,0.82,0.66,0.66,1.00,0.82,0.82,0.82,0.66,0.82,0.82,0.82",20,,
us,pain management bakersfield ca,,,,,,320,6,2.02,0.15,1130000,Commercial,"Image, People Also Ask, Related Searches, Local Pack, Site Links","0.54,0.66,0.66,0.44,0.81,0.36,0.44,0.54,0.19,0.44,0.09,0.29",20,,
us,320/240,,,,,,320,17,0.00,0.00,2150000,Informational,"Video, Image, People Also Ask, Related Searches, Instant Answer, Image Pack","0.01,0.01,0.01,0.04,0.00,0.00,0.00,1.00,0.00,0.00,0.04,0.03",20,,
us,utah pain specialists,,,,,,320,48,2.04,0.09,5570000,Navigational,"Knowledge Panel, Site Links, Video, Image, People Also Ask, Related Searches","1.00,0.66,0.82,0.66,0.66,1.00,0.82,0.82,0.82,1.00,1.00,0.82",20,,
us,dr parks office,,,,,,390,20,0.00,0.05,174000000,Informational,"Knowledge Panel, Video, Related Searches, AI Overview","0.54,0.44,0.44,0.54,0.54,0.54,0.44,0.54,0.36,0.54,0.44,0.36",70,,
us,crystal coast pain management nc,,,,,,320,29,3.39,0.04,494000,"Navigational, Commercial","Local Pack, Site Links, Video, Image, Related Searches","0.45,0.13,0.00,1.00,1.00,0.20,0.00,0.06,0.00,0.00,0.00,0.00",20,,
us,livwell pain management,,,,,,390,11,0.00,0.00,14500,"Navigational, Commercial","Image, Related Searches, Local Pack, Site Links","0.44,0.54,0.44,0.36,0.54,0.44,0.44,0.54,0.54,0.54,0.54,0.44",20,,
us,oss mechanicsburg pa,,,,,,320,0,0.92,0.23,21600,"Informational, Transactional","Knowledge Panel, Video, Image, Related Searches","0.66,0.81,0.15,0.19,0.12,0.44,0.12,1.00,0.36,0.23,0.81,0.36",,,
us,lone star pain management,,,,,,320,16,1.57,0.01,3650000,Transactional,"Local Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.35,0.66,0.54,0.54,0.54,0.66,0.54,1.00,1.00,1.00,0.81,0.54",20,,
us,georgia pain and wellness,,,,,,320,13,3.77,0.18,42500000,Commercial,"Site Links, Video, Image, Related Searches, See Results About, Local Pack","0.29,0.36,0.44,0.44,0.36,0.36,0.44,0.44,0.54,0.54,0.44,0.36",20,,
us,bux pain management,,,,,,320,25,0.89,0.09,336000,"Navigational, Commercial","Video, Related Searches, Local Pack, Site Links","0.54,0.66,0.66,0.81,0.81,0.66,0.66,0.81,1.00,0.81,0.66,0.54",20,,
us,novaspine pain institute,,,,,,480,30,0.00,0.00,5130,"Navigational, Commercial","Related Searches, Local Pack, Site Links, Video, Image, People Also Ask","0.76,1.00,1.00,1.00,0.00,0.00,0.20,0.00,0.00,0.00,0.03,0.00",20,,
us,baystate pain management springfield ma,,,,,,320,21,2.03,0.04,70100,"Informational, Transactional","People Also Ask, Related Searches, Knowledge Panel, Site Links, Video","0.82,0.82,0.82,0.82,0.82,0.82,0.66,0.82,0.82,0.82,1.00,0.82",20,,
us,aa pain,,,,,,390,37,3.60,0.05,625000000,Navigational,"Knowledge Panel, Site Links, Video, People Also Ask, Related Searches, Discussions And Forums","0.30,0.36,0.45,0.45,0.20,0.36,0.16,0.24,0.30,0.20,0.10,0.16",20,,
us,knee pain while driving,,,,,,320,6,0.00,0.00,40900000,Informational,"Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video","0.54,0.54,0.43,0.66,0.66,0.66,0.66,1.00,1.00,0.66,0.43,0.35",20,,
us,gramercy pain management,,,,,,320,4,2.99,0.05,239000,Navigational,"Image, People Also Ask, Related Searches, Knowledge Panel, Site Links, Video","0.66,1.00,0.66,1.00,0.54,0.43,0.81,0.81,0.54,0.66,0.81,0.66",20,,
us,integrated pain management dr. tian xia,,,,,,320,26,3.82,0.09,1020000,Transactional,"Local Pack, Site Links, Related Searches","0.35,0.28,0.28,0.08,0.66,0.66,0.81,0.81,0.54,1.00,0.81,0.23",20,,
us,dr morris antebi,,,,,,320,19,3.12,0.06,14200,Commercial,"Local Pack, Site Links, Related Searches","0.54,0.66,0.54,0.54,0.81,0.54,0.66,0.81,0.29,0.29,1.00,0.66",20,,
us,mercy pain management clinic,,,,,,320,30,2.89,0.12,3940000,Navigational,"Local Pack, Site Links, Video, Image, Related Searches","0.81,0.81,0.35,0.35,0.43,0.54,0.81,0.81,1.00,0.54,0.81,0.81",20,,
us,201 mayfair rd,,,,,,260,17,0.00,0.01,3270000,Navigational,"Site Links, Video, Image, Related Searches","0.43,0.35,0.54,0.22,0.29,0.66,0.81,1.00,0.29,0.66,1.00,0.81",20,,
us,145 king of prussia road radnor pa,,,,,,320,17,0.00,0.04,42300,Informational,"Video, Related Searches","0.15,0.23,0.15,0.19,0.15,0.15,0.19,0.29,0.44,0.81,1.00,0.67",90,,
us,dr neal taub,,,,,,320,14,1.74,0.05,242000,Informational,"Video, Related Searches, Knowledge Panel, Image Pack, Site Links","0.54,0.54,0.54,0.35,0.81,0.81,0.66,1.00,0.81,0.54,1.00,0.81",20,,
us,apex medical center las vegas,,,,,,320,45,0.00,0.00,1400000,Navigational,"Local Pack, Site Links, Video, Related Searches","0.66,0.66,0.82,0.82,0.82,0.82,1.00,1.00,1.00,1.00,1.00,0.66",20,,
us,pain management fort smith ar,,,,,,320,13,0.00,0.00,8500000,Commercial,"Video, Image, People Also Ask, Related Searches, AI Overview, Local Pack, Site Links","0.54,0.54,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.54,0.54,0.43",20,,
us,premier pain and spine center,,,,,,260,20,0.00,0.00,3240000,"Navigational, Commercial","Site Links, Video, Image, Related Searches, Local Pack","0.53,0.66,0.66,0.66,1.00,0.82,0.82,1.00,0.66,0.66,0.82,0.82",20,,
us,institute of precision pain medicine,,,,,,320,29,0.00,0.00,48100000,"Navigational, Commercial","Related Searches, Local Pack, Site Links, Video, Image","0.66,0.44,0.66,0.54,0.66,0.54,0.00,0.54,0.81,0.81,0.66,0.54",20,,
us,knee hurts when driving,,,,,,320,10,0.34,0.16,20500000,Informational,"Image Pack, Site Links, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.44,0.29,0.29,0.81,1.00,0.29,0.23,0.19,0.19,0.36,0.12,0.12",20,,
us,renova medical center,,,,,,320,27,2.92,0.10,917000,Navigational,"Local Pack, Site Links, Video, People Also Ask, Related Searches","0.82,1.00,0.82,0.82,1.00,0.82,0.82,0.82,1.00,0.82,0.82,0.66",20,,
us,pause pain & wellness,,,,,,320,14,0.00,0.04,24300000,Navigational,"Related Searches, Local Pack, Site Links, Video, Image","0.43,0.66,0.82,0.53,0.82,0.66,0.66,0.82,1.00,1.00,1.00,0.82",20,,
us,utah pain and rehab,,,,,,320,24,0.00,0.00,4340000,Navigational,"Related Searches, Knowledge Panel, Site Links, Video, Image, People Also Ask","0.54,0.66,0.66,0.54,0.54,0.54,0.44,0.54,0.54,0.66,0.44,0.44",20,,
us,paradigm pain and spine consultants,,,,,,320,24,0.00,0.04,146000,"Navigational, Commercial","Local Pack, Site Links, Video, People Also Ask, Related Searches","0.11,0.44,0.66,1.00,0.81,0.54,0.66,0.81,0.54,0.35,0.11,0.15",20,,
us,shasta ortho redding ca,,,,,,320,31,2.13,0.03,8050,Navigational,"Image, Related Searches, Local Pack, Site Links","0.35,0.29,0.54,0.81,0.81,0.81,0.66,0.81,0.43,1.00,0.81,0.81",20,,
us,phoenician pain management,,,,,,260,14,2.22,0.22,204000,Navigational,"Local Pack, Site Links, Image, Related Searches","0.29,0.35,0.54,0.66,0.66,0.81,0.66,0.66,0.54,0.54,0.54,0.54",20,,
